CopyNo X Y Z Orientation_theta Orientation_phi
50479 -948.826 16617.03 11973.47 54.2694 93.268
50480 -2526.41 16451.22 11973.47 54.2694 98.7307
50481 -4113.24 15178.28 13169 50.0566 105.1627
50482 -4258.48 15625.3 12557.36 52.2109 105.245
50483 -5795.97 15125.74 12557.36 52.216 110.9661
50484 -5941.22 15572.75 11945.72 54.3707 110.8825
50485 -7184.47 14030.53 13121.43 50.2254 117.1152
50486 -8558.22 13237.39 13121.43 50.2253 122.8834
50487 -7625.55 14794.49 11973.47 54.2694 117.268
50488 -8999.3 14001.35 11973.47 54.2694 122.7307
50489 -9944.58 12230.19 13121.43 50.2253 129.1152
50490 -11123.4 11168.76 13121.43 50.2253 134.8834
50491 -10534.9 12885.76 11973.47 54.2695 129.2681
50492 -11713.7 11824.33 11973.47 54.2694 134.7307
50493 -12270.1 9895.335 13121.43 50.2254 141.1152
50494 -13202.5 8612.012 13121.43 50.2254 146.8835
50495 -12983.7 10413.85 11973.47 54.2694 141.2679
50496 -13916.1 9130.527 11973.47 54.2693 146.7306
50497 -14059.3 7128.007 13121.43 50.2254 153.1152
50498 -14704.5 5678.875 13121.43 50.2253 158.8834
50499 -14865.2 7486.808 11973.47 54.2694 153.268
50500 -15510.4 6037.676 11973.47 54.2694 158.7307
50501 -15234.1 4049.151 13121.43 50.2254 165.1152
50502 -15563.9 2497.544 13121.43 50.2254 170.8835
50503 -16096.9 4232.558 11973.47 54.2694 165.268
50504 -16426.7 2680.951 11973.47 54.2693 170.7307
50505 -17413.2 -853.169 10784.27 58.2602 -177.195
50506 -17808.2 938.9331 10079.23 60.5247 176.9819
50507 -17808.2 -853.169 10079.23 60.5188 -177.2571
50508 -18203.2 938.9331 9374.185 62.7837 177.0473
50509 -17245.1 -2762.18 10731.92 58.4299 -170.9001
50510 -16877.6 -4490.95 10731.92 58.4299 -165.0995
50511 -17972.4 -2916.77 9404.72 62.6823 -170.7817
50512 -17604.9 -4645.55 9404.72 62.6823 -165.2178
50513 -16293.9 -6287.27 10731.92 58.4298 -158.9001
50514 -15575.1 -7901.86 10731.92 58.4299 -153.0995
50515 -16973.2 -6589.7 9404.72 62.6823 -158.7817
50516 -16254.3 -8204.3 9404.72 62.6823 -153.2178
50517 -14630.7 -9537.57 10731.92 58.4299 -146.9002
50518 -13591.8 -10967.4 10731.92 58.4298 -141.0995
50519 -15232.2 -9974.63 9404.72 62.6823 -146.7817
50520 -14193.4 -11404.5 9404.72 62.6824 -141.2179
50521 -12328 -12371 10731.92 58.4298 -134.9003
50522 -11014.5 -13553.7 10731.92 58.4299 -129.0993
50523 -12825.5 -12923.6 9404.72 62.6823 -134.7817
50524 -11512.1 -14106.2 9404.72 62.6823 -129.218
50525 -9486.5 -14663.8 10731.92 58.4298 -122.9002
50526 -7955.88 -15547.5 10731.92 58.4298 -117.0995
50527 -9858.28 -15307.8 9404.72 62.6823 -122.7817
50528 -8327.66 -16191.5 9404.72 62.6823 -117.2178
50529 -4569.55 -16824.6 10784.27 58.2602 -105.1949
50530 -6396.01 -16646.4 10079.23 60.5247 -111.0182
50531 -4691.62 -17200.2 10079.23 60.5187 -105.2572
50532 -6518.07 -17022.1 9374.185 62.7836 -110.9527
50533 -2702.03 -17254.6 10731.92 58.4299 -98.9001
50534 -944.313 -17439.3 10731.92 58.4298 -93.0995
50535 -2779.75 -17994.1 9404.72 62.6823 -98.7817
50536 -1022.03 -18178.8 9404.72 62.6823 -93.2178
50537 944.4445 -17439.3 10731.92 58.4298 -86.9001
50538 2702.162 -17254.6 10731.92 58.4299 -81.0995
50539 1022.171 -18178.8 9404.72 62.6823 -86.7817
50540 2779.888 -17994.1 9404.72 62.6824 -81.2179
50541 4549.644 -16861.9 10731.92 58.4299 -74.9001
50542 6230.539 -16315.7 10731.92 58.4299 -69.0995
50543 4779.42 -17569 9404.72 62.6823 -74.7817
50544 6460.315 -17022.9 9404.72 62.6824 -69.2179
50545 7956.002 -15547.5 10731.92 58.4299 -62.9002
50546 9486.612 -14663.8 10731.92 58.4299 -57.0995
50547 8327.785 -16191.4 9404.72 62.6823 -62.7817
50548 9858.395 -15307.7 9404.72 62.6823 -57.2178
50549 11014.64 -13553.6 10731.92 58.4299 -50.9002
50550 12328.07 -12370.9 10731.92 58.4298 -45.0994
50551 11512.19 -14106.1 9404.72 62.6823 -50.7816
50552 12825.62 -12923.5 9404.72 62.6823 -45.2178
50553 14589.03 -9544.98 10784.27 58.2601 -33.195
50554 13855.22 -11227 10079.23 60.5247 -39.0181
50555 14908.59 -9777.15 10079.23 60.5188 -33.2571
50556 14174.78 -11459.2 9374.185 62.7836 -38.9528
50557 15575.11 -7901.75 10731.92 58.4299 -26.9001
50558 16293.97 -6287.14 10731.92 58.4298 -21.0994
50559 16254.39 -8204.18 9404.72 62.6823 -26.7817
50560 16973.25 -6589.57 9404.72 62.6823 -21.2178
50561 16877.63 -4490.83 10731.92 58.4299 -14.9001
50562 17245.08 -2762.05 10731.92 58.4299 -9.0995
50563 17604.94 -4645.42 9404.72 62.6823 -14.7817
50564 17972.4 -2916.64 9404.72 62.6823 -9.2179
50565 17442.5 -883.634 10731.92 58.4298 -2.9001
50566 17442.5 883.7658 10731.92 58.4299 2.9005
50567 18186.06 -883.631 9404.72 62.6823 -2.7817
50568 18186.06 883.7686 9404.72 62.6823 2.7822
50569 17245.06 2762.176 10731.92 58.4299 9.0999
50570 16877.59 4490.952 10731.92 58.4299 14.9005
50571 17972.37 2916.774 9404.72 62.6823 9.2183
50572 17604.9 4645.55 9404.72 62.6823 14.7822
50573 16293.93 6287.265 10731.92 58.4299 21.0999
50574 15575.05 7901.863 10731.92 58.4299 26.9006
50575 16973.2 6589.702 9404.72 62.6823 21.2183
50576 16254.33 8204.299 9404.72 62.6823 26.7822
50577 13586.07 10925.44 10784.27 58.2601 38.805
50578 14959 9707.768 10079.23 60.5247 32.9819
50579 13905.63 11157.61 10079.23 60.5188 38.7429
50580 15278.56 9939.941 9374.185 62.7836 33.0473
50581 12327.98 12371.04 10731.92 58.4299 45.0999
50582 11014.54 13553.66 10731.92 58.4299 50.9006
50583 12825.52 12923.62 9404.72 62.6823 45.2183
50584 11512.08 14106.23 9404.72 62.6823 50.7822
50585 9486.502 14663.83 10731.92 58.4299 57.0999
50586 7955.885 15547.53 10731.92 58.4299 62.9005
50587 9858.28 15307.78 9404.72 62.6823 57.2183
50588 8327.663 16191.47 9404.72 62.6823 62.7821
50589 6230.416 16315.75 10731.92 58.4299 69.0999
50590 4549.517 16861.9 10731.92 58.4299 74.9005
50591 6460.187 17022.92 9404.72 62.6823 69.2183
50592 4779.287 17569.07 9404.72 62.6823 74.7822
50593 2702.032 17254.59 10731.92 58.4299 81.0999
50594 944.313 17439.32 10731.92 58.4298 86.9005
50595 2779.752 17994.08 9404.72 62.6823 81.2183
50596 1022.034 18178.81 9404.72 62.6823 86.7822
50597 -944.445 17439.32 10731.92 58.4299 93.0999
50598 -2702.16 17254.57 10731.92 58.4299 98.9005
50599 -1022.17 18178.8 9404.72 62.6823 93.2183
50600 -2779.89 17994.05 9404.72 62.6823 98.7822
50601 -6192.38 16297.27 10784.27 58.2601 110.805
50602 -4610.05 17226.72 10079.23 60.5247 104.9819
50603 -6314.44 16672.93 10079.23 60.5188 110.7429
50604 -4732.11 17602.39 9374.185 62.7836 105.0473
50605 -7956 15547.47 10731.92 58.4299 117.0999
50606 -9486.61 14663.76 10731.92 58.4299 122.9005
50607 -8327.79 16191.41 9404.72 62.6823 117.2183
50608 -9858.4 15307.7 9404.72 62.6823 122.7822
50609 -11014.6 13553.57 10731.92 58.4298 129.0998
50610 -12328.1 12370.95 10731.92 58.4299 134.9006
50611 -11512.2 14106.14 9404.72 62.6823 129.2183
50612 -12825.6 12923.52 9404.72 62.6823 134.7821
50613 -13591.9 10967.32 10731.92 58.4299 141.0999
50614 -14630.7 9537.461 10731.92 58.4298 146.9005
50615 -14193.5 11404.37 9404.72 62.6824 141.2184
50616 -15232.3 9974.513 9404.72 62.6823 146.7822
50617 -15575.1 7901.745 10731.92 58.4298 153.0999
50618 -16294 6287.142 10731.92 58.4299 158.9006
50619 -16254.4 8204.176 9404.72 62.6823 153.2183
50620 -16973.3 6589.574 9404.72 62.6824 158.7822
50621 -16877.6 4490.825 10731.92 58.4298 165.0999
50622 -17245.1 2762.046 10731.92 58.4299 170.9006
50623 -17604.9 4645.417 9404.72 62.6823 165.2182
50624 -17972.4 2916.638 9404.72 62.6823 170.7822
50625 -18793.4 934.8151 8113.868 66.6739 177.1524
50626 -19081.8 934.8151 7357.994 68.9363 177.1953
50627 -19081.8 -997.911 7357.994 68.9395 -177.0064
50628 -19370.3 -997.911 6602.12 71.2022 -177.0509
50629 -18606.1 -2959.24 8057.812 66.8437 -170.963
50630 -18204 -4850.88 8057.812 66.8429 -165.0789
50631 -19143.1 -3044.93 6634.82 71.1046 -170.9622
50632 -18741 -4936.57 6634.82 71.1014 -165.2429
50633 -17584.2 -6762.99 8057.812 66.8436 -158.963
50634 -16797.6 -8529.7 8057.812 66.8429 -153.0789
50635 -18091.7 -6958.46 6634.82 71.1046 -158.9622
50636 -17305.1 -8725.17 6634.82 71.1014 -153.2429
50637 -15793.9 -10271.2 8057.812 66.8437 -146.963
50638 -14657.1 -11835.7 8057.812 66.8428 -141.0789
50639 -16249.6 -10567.9 6634.82 71.1046 -146.9621
50640 -15112.9 -12132.4 6634.82 71.1014 -141.243
50641 -13313.2 -13330.5 8057.812 66.8437 -134.9628
50642 -11876.1 -14624.5 8057.812 66.8429 -129.079
50643 -13697.3 -13715.4 6634.82 71.1045 -134.9622
50644 -12260.2 -15009.5 6634.82 71.1015 -129.243
50645 -10250.8 -15807.1 8057.812 66.8437 -122.9631
50646 -8575.94 -16774.1 8057.812 66.8429 -117.0789
50647 -10546.4 -16263.6 6634.82 71.1046 -122.9621
50648 -8871.6 -17230.5 6634.82 71.1014 -117.2429
50649 -6696.53 -17584.7 8113.868 66.6739 -110.8476
50650 -6785.68 -17859 7357.994 68.9363 -110.8047
50651 -4947.54 -18456.3 7357.994 68.9395 -105.0063
50652 -5036.69 -18730.7 6602.12 71.2022 -105.0508
50653 -2935.19 -18609.9 8057.812 66.8437 -98.963
50654 -1011.88 -18812 8057.812 66.8429 -93.0789
50655 -3019.65 -19147.1 6634.82 71.1046 -98.9622
50656 -1096.34 -19349.2 6634.82 71.1014 -93.243
50657 998.1649 -18813.5 8057.812 66.8437 -86.963
50658 2921.47 -18611.3 8057.812 66.8429 -81.0789
50659 1027.248 -19356.5 6634.82 71.1045 -86.9622
50660 2950.554 -19154.4 6634.82 71.1014 -81.243
50661 4887.894 -18194.8 8057.812 66.8437 -74.963
50662 6727.14 -17597.2 8057.812 66.8429 -69.0789
50663 5029.247 -18720 6634.82 71.1046 -74.9622
50664 6868.493 -18122.3 6634.82 71.1014 -69.2429
50665 8563.998 -16781 8057.812 66.8437 -62.963
50666 10238.8 -15814 8057.812 66.8429 -57.0789
50667 8811.443 -17265.2 6634.82 71.1045 -62.9621
50668 10486.25 -16298.3 6634.82 71.1014 -57.243
50669 11865.82 -14633.7 8057.812 66.8437 -50.9629
50670 13302.98 -13339.7 8057.812 66.8429 -45.079
50671 12208.54 -15055.9 6634.82 71.1045 -50.9621
50672 13645.7 -13761.9 6634.82 71.1014 -45.2429
50673 14654.67 -11802.7 8113.868 66.6739 -38.8476
50674 14888.06 -11972.3 7357.994 68.9363 -38.8047
50675 16024.09 -10408.7 7357.994 68.9395 -33.0064
50676 16257.49 -10578.3 6602.12 71.2022 -33.0509
50677 16792.03 -8542.3 8057.812 66.8437 -26.963
50678 17578.61 -6775.59 8057.812 66.8429 -21.0789
50679 17276.86 -8788.64 6634.82 71.1046 -26.9622
50680 18063.44 -7021.93 6634.82 71.1014 -21.243
50681 18201.13 -4864.37 8057.812 66.8437 -14.963
50682 18603.2 -2972.73 8057.812 66.8429 -9.0789
50683 18726.58 -5004.52 6634.82 71.1046 -14.9622
50684 19128.65 -3112.88 6634.82 71.1014 -9.2429
50685 18814.75 -973.847 8057.812 66.8437 -2.963
50686 18814.74 960.0534 8057.812 66.8429 2.9211
50687 19357.86 -1001.69 6634.82 71.1046 -2.9622
50688 19357.85 932.214 6634.82 71.1014 2.7571
50689 18606.08 2959.24 8057.812 66.8437 9.037
50690 18203.99 4850.879 8057.812 66.8429 14.9211
50691 19143.1 3044.928 6634.82 71.1046 9.0378
50692 18741.02 4936.566 6634.82 71.1014 14.7571
50693 17584.23 6762.994 8057.812 66.8437 21.037
50694 16797.63 8529.697 8057.812 66.8429 26.9211
50695 18091.7 6958.464 6634.82 71.1046 21.0378
50696 17305.11 8725.167 6634.82 71.1014 26.7571
50697 15753.61 10290.17 8113.868 66.6739 33.1523
50698 15987 10459.74 7357.994 68.9363 33.1953
50699 14850.98 12023.35 7357.994 68.9395 38.9936
50700 15084.37 12192.92 6602.12 71.2022 38.9491
50701 13313.23 13330.45 8057.812 66.8437 45.037
50702 11876.06 14624.48 8057.812 66.8429 50.9211
50703 13697.33 13715.43 6634.82 71.1046 45.0378
50704 12260.16 15009.46 6634.82 71.1014 50.7571
50705 10250.75 15807.13 8057.812 66.8437 57.037
50706 8575.94 16774.07 8057.812 66.8429 62.9211
50707 10546.41 16263.55 6634.82 71.1046 57.0378
50708 8871.604 17230.5 6634.82 71.1014 62.7571
50709 6740.26 17592.95 8057.812 66.8437 69.037
50710 4901.01 18190.56 8057.812 66.8429 74.9211
50711 6934.567 18100.88 6634.82 71.1046 69.0378
50712 5095.316 18698.48 6634.82 71.1014 74.7571
50713 2935.189 18609.88 8057.812 66.8437 81.037
50714 1011.882 18812.03 8057.812 66.8429 86.9211
50715 3019.646 19147.11 6634.82 71.1046 81.0378
50716 1096.339 19349.25 6634.82 71.1014 86.7571
50717 -998.165 18813.47 8057.812 66.8437 93.037
50718 -2921.47 18611.32 8057.812 66.8429 98.9211
50719 -1027.25 19356.52 6634.82 71.1046 93.0378
50720 -2950.55 19154.36 6634.82 71.1014 98.757
50721 -4918.4 18162.41 8113.868 66.6739 105.1523
50722 -5007.55 18436.78 7357.994 68.9363 105.1953
50723 -6845.68 17839.54 7357.994 68.9395 110.9936
50724 -6934.83 18113.91 6602.12 71.2022 110.9491
50725 -8564 16780.97 8057.812 66.8437 117.037
50726 -10238.8 15814.02 8057.812 66.8429 122.9211
50727 -8811.44 17265.24 6634.82 71.1046 117.0378
50728 -10486.2 16298.28 6634.82 71.1014 122.7569
50729 -11865.8 14633.71 8057.812 66.8437 129.037
50730 -13303 13339.68 8057.812 66.8429 134.9211
50731 -12208.5 15055.95 6634.82 71.1045 129.0377
50732 -13645.7 13761.91 6634.82 71.1014 134.7571
50733 -14649 11846.89 8057.812 66.8436 141.037
50734 -15785.8 10282.33 8057.812 66.8429 146.9212
50735 -15072.1 12188.64 6634.82 71.1046 141.0379
50736 -16208.8 10624.08 6634.82 71.1014 146.7571
50737 -16792 8542.301 8057.812 66.8436 153.037
50738 -17578.6 6775.592 8057.812 66.8429 158.9211
50739 -17276.9 8788.635 6634.82 71.1046 153.0379
50740 -18063.4 7021.927 6634.82 71.1014 158.757
50741 -18201.1 4864.372 8057.812 66.8436 165.037
50742 -18603.2 2972.731 8057.812 66.8429 170.9211
50743 -18726.6 5004.522 6634.82 71.1046 165.0378
50744 -19128.7 3112.88 6634.82 71.1015 170.7571
50745 -19770.8 -994.834 5269.318 75.0944 -177.1194
50746 -19946.4 1033.441 4478.903 77.3607 177.0341
50747 -19946.4 -994.834 4478.903 77.3595 -177.1447
50748 -20122.1 1033.441 3688.488 79.6261 177.06
50749 -19562.6 -3119.87 5210.747 75.2628 -170.9387
50750 -19151.9 -5052.36 5210.747 75.2609 -165.2218
50751 -19886.1 -3188.63 3722.655 79.5278 -170.8905
50752 -19475.4 -5121.13 3722.655 79.5264 -165.2674
50753 -18486.5 -7118.99 5210.747 75.2629 -158.9387
50754 -17682.9 -8923.85 5210.747 75.2609 -153.2218
50755 -18788.6 -7253.51 3722.655 79.5278 -158.8905
50756 -17985 -9058.37 3722.655 79.5264 -153.2673
50757 -16602.4 -10807 5210.747 75.2629 -146.9387
50758 -15441.1 -12405.3 5210.747 75.2609 -141.2218
50759 -16869.9 -11001.4 3722.655 79.5278 -146.8903
50760 -15708.7 -12599.7 3722.655 79.5264 -141.2675
50761 -13992.7 -14022.7 5210.747 75.2629 -134.9386
50762 -12524.5 -15344.6 5210.747 75.2609 -129.2219
50763 -14214 -14268.4 3722.655 79.5278 -134.8906
50764 -12745.8 -15590.4 3722.655 79.5264 -129.2674
50765 -10771.4 -16625.5 5210.747 75.2629 -122.9386
50766 -9060.46 -17613.3 5210.747 75.2609 -117.2217
50767 -10936.8 -16911.9 3722.655 79.5278 -122.8904
50768 -9225.82 -17899.7 3722.655 79.5264 -117.2674
50769 -5163.36 -19110.5 5269.318 75.0944 -105.1194
50770 -7146.65 -18650.8 4478.903 77.3607 -110.9659
50771 -5217.65 -19277.6 4478.903 77.3596 -105.1447
50772 -7200.93 -18817.9 3688.488 79.6261 -110.94
50773 -3078.01 -19569.3 5210.747 75.2629 -98.9387
50774 -1113.17 -19775.8 5210.747 75.2609 -93.2218
50775 -3112.58 -19898.2 3722.655 79.5278 -98.8905
50776 -1147.73 -20104.7 3722.655 79.5264 -93.2673
50777 1057.926 -19781.6 5210.747 75.2629 -86.9387
50778 3022.772 -19575.1 5210.747 75.2609 -81.2218
50779 1092.497 -20110.5 3722.655 79.5278 -86.8905
50780 3057.344 -19904 3722.655 79.5264 -81.2674
50781 5147.63 -19129.3 5210.747 75.2628 -74.9387
50782 7026.601 -18518.8 5210.747 75.2609 -69.2217
50783 5249.83 -19443.9 3722.655 79.5278 -74.8905
50784 7128.801 -18833.4 3722.655 79.5264 -69.2674
50785 9012.357 -17641.1 5210.747 75.2629 -62.9387
50786 10723.33 -16653.2 5210.747 75.2609 -57.2217
50787 9177.72 -17927.5 3722.655 79.5278 -62.8905
50788 10888.7 -16939.6 3722.655 79.5264 -57.2673
50789 12483.2 -15381.8 5210.747 75.2629 -50.9387
50790 13951.41 -14059.8 5210.747 75.2609 -45.2217
50791 12704.5 -15627.6 3722.655 79.5278 -50.8905
50792 14172.7 -14305.6 3722.655 79.5264 -45.2674
50793 16579.64 -10816.1 5269.318 75.0944 -33.1193
50794 15529.57 -12560.3 4478.903 77.3608 -38.9659
50795 16721.76 -10919.4 4478.903 77.3596 -33.1448
50796 15671.69 -12663.6 3688.488 79.6261 -38.9401
50797 17660.31 -8974.6 5210.747 75.2628 -26.9387
50798 18463.88 -7169.73 5210.747 75.2609 -21.2217
50799 17962.44 -9109.12 3722.655 79.5278 -26.8905
50800 18766.02 -7304.25 3722.655 79.5264 -21.2674
50801 19140.32 -5106.7 5210.747 75.2629 -14.9387
50802 19551.08 -3174.2 5210.747 75.2609 -9.2217
50803 19463.81 -5175.46 3722.655 79.5278 -14.8905
50804 19874.57 -3242.96 3722.655 79.5264 -9.2674
50805 19783.8 -1015.61 5210.747 75.2629 -2.9387
50806 19783.79 960.0625 5210.747 75.2609 2.7783
50807 20114.52 -1015.61 3722.655 79.5278 -2.8905
50808 20114.51 960.0637 3722.655 79.5264 2.7326
50809 19562.63 3119.869 5210.747 75.2629 9.0613
50810 19151.86 5052.364 5210.747 75.2609 14.7783
50811 19886.13 3188.631 3722.655 79.5278 9.1095
50812 19475.35 5121.126 3722.655 79.5264 14.7326
50813 18486.48 7118.992 5210.747 75.2628 21.0613
50814 17682.9 8923.853 5210.747 75.2609 26.7783
50815 18788.61 7253.51 3722.655 79.5278 21.1095
50816 17985.03 9058.371 3722.655 79.5264 26.7326
50817 15410.15 12425.81 5269.318 75.0944 38.8806
50818 16744.45 10888.15 4478.903 77.3608 33.0341
50819 15552.26 12529.06 4478.903 77.3596 38.8553
50820 16886.57 10991.41 3688.488 79.6261 33.06
50821 13992.69 14022.65 5210.747 75.2629 45.0613
50822 12524.47 15344.63 5210.747 75.2609 50.7783
50823 14213.98 14268.43 3722.655 79.5278 45.1095
50824 12745.77 15590.4 3722.655 79.5264 50.7326
50825 10771.44 16625.47 5210.747 75.2629 57.0613
50826 9060.457 17613.3 5210.747 75.2609 62.7783
50827 10936.8 16911.88 3722.655 79.5278 57.1095
50828 9225.817 17899.71 3722.655 79.5264 62.7326
50829 7079.43 18501.67 5210.747 75.2629 69.0613
50830 5200.454 19112.18 5210.747 75.2609 74.7783
50831 7181.628 18816.21 3722.655 79.5278 69.1095
50832 5302.652 19426.72 3722.655 79.5264 74.7327
50833 3078.014 19569.26 5210.747 75.2629 81.0613
50834 1113.166 19775.77 5210.747 75.2609 86.7783
50835 3112.583 19898.17 3722.655 79.5278 81.1095
50836 1147.735 20104.68 3722.655 79.5264 86.7326
50837 -1057.93 19781.58 5210.747 75.2629 93.0613
50838 -3022.77 19575.06 5210.747 75.2609 98.7782
50839 -1092.5 20110.49 3722.655 79.5278 93.1095
50840 -3057.34 19903.97 3722.655 79.5264 98.7326
50841 -7055.65 18495.71 5269.318 75.0944 110.8806
50842 -5180.93 19289.55 4478.903 77.3608 105.0341
50843 -7109.93 18662.77 4478.903 77.3596 110.8553
50844 -5235.21 19456.61 3688.488 79.6261 105.06
50845 -9012.36 17641.08 5210.747 75.2629 117.0613
50846 -10723.3 16653.23 5210.747 75.2609 122.7782
50847 -9177.72 17927.49 3722.655 79.5278 117.1095
50848 -10888.7 16939.65 3722.655 79.5264 122.7327
50849 -12483.2 15381.8 5210.747 75.2629 129.0613
50850 -13951.4 14059.81 5210.747 75.2609 134.7783
50851 -12704.5 15627.58 3722.655 79.5278 129.1095
50852 -14172.7 14305.59 3722.655 79.5264 134.7326
50853 -15408.5 12450.27 5210.747 75.2629 141.0613
50854 -16569.7 10851.91 5210.747 75.2609 146.7782
50855 -15676 12644.66 3722.655 79.5278 141.1095
50856 -16837.3 11046.31 3722.655 79.5264 146.7326
50857 -17660.3 8974.599 5210.747 75.2628 153.0613
50858 -18463.9 7169.732 5210.747 75.2609 158.7783
50859 -17962.4 9109.115 3722.655 79.5278 153.1095
50860 -18766 7304.248 3722.655 79.5264 158.7326
50861 -19140.3 5106.697 5210.747 75.2628 165.0613
50862 -19551.1 3174.199 5210.747 75.2609 170.7783
50863 -19463.8 5175.457 3722.655 79.5278 165.1095
50864 -19874.6 3242.958 3722.655 79.5264 170.7327
50865 -20324.4 1191.923 2311.614 83.5223 176.6437
50866 -20324.4 0.7754 2311.614 83.5113 179.9978
50867 -20383.4 1191.923 1503.726 85.788 176.6534
50868 -20383.4 -1191.92 1503.728 85.788 -176.6534
50869 -20442.4 0.7728 695.8369 88.0505 179.9978
50870 -20442.4 -1191.92 695.8369 88.0538 -176.6631
50871 -20122.1 -3109.37 2251.774 83.6891 -171.2158
50872 -19884.6 -4226.67 2251.774 83.6793 -167.9998
50873 -19647.1 -5343.97 2251.774 83.6891 -164.7838
50874 -20231.9 -3126.9 730.744 87.9557 -171.2143
50875 -19993.2 -4249.76 730.744 87.9525 -167.9998
50876 -19754.5 -5372.62 730.744 87.9557 -164.7853
50877 -19035.9 -7225.04 2251.774 83.6891 -159.2158
50878 -18571.3 -8268.54 2251.774 83.6793 -155.9998
50879 -18106.7 -9312.05 2251.774 83.6891 -152.7838
50880 -19139.6 -7265.01 730.744 87.9557 -159.2142
50881 -18672.7 -8313.71 730.744 87.9525 -155.9998
50882 -18205.8 -9362.42 730.744 87.9557 -152.7853
50883 -17117.7 -11024.9 2251.774 83.6891 -147.2159
50884 -16446.3 -11949 2251.774 83.6792 -143.9999
50885 -15774.9 -12873.1 2251.774 83.6891 -140.7839
50886 -17210.9 -11085.6 730.744 87.9557 -147.2143
50887 -16536.2 -12014.3 730.744 87.9525 -143.9999
50888 -15861.4 -12943 730.744 87.9557 -140.7853
50889 -14451.4 -14343 2251.774 83.6891 -135.2157
50890 -13602.6 -15107.3 2251.774 83.6793 -131.9998
50891 -12753.7 -15871.6 2251.774 83.6891 -128.7838
50892 -14530 -14421.7 730.744 87.9557 -135.2143
50893 -13676.9 -15189.8 730.744 87.9525 -131.9999
50894 -12823.8 -15958 730.744 87.9557 -128.7853
50895 -11153.6 -17034.2 2251.774 83.6891 -123.2159
50896 -10164.3 -17605.3 2251.774 83.6792 -119.9997
50897 -9175.11 -18176.4 2251.774 83.6891 -116.7838
50898 -11214 -17127.5 730.744 87.9557 -123.2142
50899 -10219.9 -17701.5 730.744 87.9525 -119.9998
50900 -9225.71 -18275.5 730.744 87.9557 -116.7852
50901 -7414.18 -18961.4 2311.614 83.5224 -111.3562
50902 -6281.34 -19329.5 2311.614 83.5113 -108.0022
50903 -7432.41 -19017.5 1503.726 85.788 -111.3465
50904 -5165.24 -19754.1 1503.728 85.788 -104.6534
50905 -6317.79 -19441.7 695.8369 88.0505 -108.0021
50906 -5183.47 -19810.2 695.8369 88.0538 -104.6631
50907 -3260.87 -20098.1 2251.774 83.6891 -99.2158
50908 -2124.87 -20217.5 2251.774 83.6793 -95.9998
50909 -988.862 -20336.9 2251.774 83.6891 -92.7838
50910 -3278.13 -20207.9 730.744 87.9557 -99.2143
50911 -2136.48 -20327.9 730.744 87.9525 -95.9998
50912 -994.812 -20447.9 730.744 87.9557 -92.7853
50913 989.0115 -20336.8 2251.774 83.6891 -87.2158
50914 2125.012 -20217.4 2251.774 83.6792 -83.9998
50915 3261.016 -20098 2251.774 83.6891 -80.7837
50916 994.9624 -20447.9 730.744 87.9557 -87.2143
50917 2136.621 -20327.9 730.744 87.9525 -83.9998
50918 3278.284 -20207.9 730.744 87.9557 -80.7853
50919 5195.667 -19686.8 2251.774 83.6891 -75.2158
50920 6282.018 -19333.8 2251.774 83.6792 -71.9998
50921 7368.372 -18980.8 2251.774 83.6891 -68.7837
50922 5224.575 -19794.2 730.744 87.9557 -75.2143
50923 6316.337 -19439.4 730.744 87.9525 -71.9998
50924 7408.102 -19084.7 730.744 87.9557 -68.7853
50925 9175.246 -18176.4 2251.774 83.6891 -63.2159
50926 10164.47 -17605.2 2251.774 83.6792 -59.9997
50927 11153.69 -17034.1 2251.774 83.6891 -56.7838
50928 9225.849 -18275.4 730.744 87.9557 -63.2143
50929 10220 -17701.4 730.744 87.9525 -59.9998
50930 11214.15 -17127.4 730.744 87.9557 -56.7853
50931 12753.82 -15871.5 2251.774 83.6891 -51.2158
50932 13602.68 -15107.2 2251.774 83.6792 -47.9998
50933 14451.55 -14342.9 2251.774 83.6891 -44.7838
50934 12823.91 -15957.9 730.744 87.9557 -51.2143
50935 13677 -15189.7 730.744 87.9525 -47.9997
50936 14530.09 -14421.6 730.744 87.9557 -44.7853
50937 15742.22 -12910.7 2311.614 83.5223 -39.3563
50938 16442.36 -11947 2311.614 83.5113 -36.0021
50939 15789.95 -12945.4 1503.726 85.788 -39.3466
50940 17191.13 -11016.8 1503.728 85.788 -32.6535
50941 16537.81 -12016.4 695.8369 88.0505 -36.0022
50942 17238.86 -11051.5 695.8369 88.0538 -32.6631
50943 18106.73 -9311.91 2251.774 83.6891 -27.2158
50944 18571.32 -8268.41 2251.774 83.6792 -23.9998
50945 19035.92 -7224.9 2251.774 83.6891 -20.7838
50946 18205.87 -9362.28 730.744 87.9557 -27.2143
50947 18672.78 -8313.58 730.744 87.9525 -23.9998
50948 19139.69 -7264.87 730.744 87.9557 -20.7853
50949 19647.11 -5343.82 2251.774 83.6891 -15.2158
50950 19884.59 -4226.53 2251.774 83.6792 -11.9998
50951 20122.08 -3109.22 2251.774 83.6891 -8.7838
50952 19754.56 -5372.48 730.744 87.9557 -15.2143
50953 19993.22 -4249.62 730.744 87.9525 -11.9998
50954 20231.89 -3126.75 730.744 87.9557 -8.7853
50955 20328.82 -1142.19 2251.774 83.6891 -3.2158
