#Position file for Large PMT in CD     
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250425.     
"#Have installed 17596 CD-LPMT  more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F"     
#CopyNo X Y Z Orientation_theta Orientation_phi
1049 5077.477 -8260.12 16842.51 29.9282 -58.4211
1050 5524.798 -7967.87 16842.51 29.9282 -55.2632
1051 5955.341 -7651.42 16842.51 29.9282 -52.1053
1052 6367.797 -7311.74 16842.51 29.9282 -48.9474
1053 6760.915 -6949.85 16842.51 29.9282 -45.7895
1054 7133.5 -6566.85 16842.51 29.9282 -42.6316
1055 7484.422 -6163.91 16842.51 29.9282 -39.4737
1056 7812.614 -5742.25 16842.51 29.9282 -36.3158
1057 8117.078 -5303.15 16842.51 29.9282 -33.1579
1058 8396.89 -4847.95 16842.51 29.9282 -30
1059 8651.202 -4378.02 16842.51 29.9282 -26.8421
1060 8879.241 -3894.8 16842.51 29.9282 -23.6842
1061 9080.313 -3399.74 16842.51 29.9282 -20.5263
1062 9253.809 -2894.37 16842.51 29.9282 -17.3684
1063 9399.202 -2380.2 16842.51 29.9282 -14.2105
1064 9516.049 -1858.81 16842.51 29.9282 -11.0527
1065 9603.997 -1331.77 16842.51 29.9282 -7.8948
1066 9662.777 -800.68 16842.51 29.9282 -4.7368
1067 9692.212 -267.163 16842.51 29.9282 -1.5789
1068 9692.212 267.1638 16842.51 29.9282 1.5789
1069 9662.777 800.6802 16842.51 29.9282 4.7368
1070 9603.997 1331.765 16842.51 29.9282 7.8947
1071 9516.049 1858.805 16842.51 29.9282 11.0526
1072 9399.202 2380.201 16842.51 29.9282 14.2105
1073 9253.809 2894.368 16842.51 29.9282 17.3684
1074 9080.313 3399.744 16842.51 29.9282 20.5263
1075 8879.241 3894.796 16842.51 29.9282 23.6842
1076 8651.202 4378.019 16842.51 29.9282 26.8421
1077 8396.89 4847.947 16842.51 29.9282 30
1078 8117.077 5303.151 16842.51 29.9282 33.1579
1079 7812.613 5742.25 16842.51 29.9282 36.3158
1080 7484.422 6163.909 16842.51 29.9282 39.4737
1081 7133.501 6566.849 16842.51 29.9282 42.6316
1082 6760.916 6949.846 16842.51 29.9282 45.7895
1083 6367.797 7311.738 16842.51 29.9282 48.9474
1084 5955.34 7651.423 16842.51 29.9282 52.1053
1085 5524.797 7967.871 16842.51 29.9282 55.2632
1086 5077.477 8260.12 16842.51 29.9282 58.4211
1087 4614.735 8527.284 16842.51 29.9282 61.5789
1088 4137.979 8768.551 16842.51 29.9282 64.7368
1089 3648.656 8983.188 16842.51 29.9282 67.8947
1090 3148.251 9170.543 16842.51 29.9282 71.0526
1091 2638.286 9330.048 16842.51 29.9282 74.2105
1092 2120.309 9461.218 16842.51 29.9282 77.3684
1093 1595.892 9563.654 16842.51 29.9282 80.5263
1094 1066.628 9637.046 16842.51 29.9282 83.6842
1095 534.1248 9681.171 16842.51 29.9282 86.8421
1096 0 9695.894 16842.51 29.9282 90
1097 -534.125 9681.17 16842.51 29.9282 93.1579
1098 -1066.63 9637.046 16842.51 29.9282 96.3158
1099 -1595.89 9563.654 16842.51 29.9282 99.4737
1100 -2120.31 9461.217 16842.51 29.9282 102.6316
1101 -2638.29 9330.048 16842.51 29.9282 105.7895
1102 -3148.25 9170.543 16842.51 29.9282 108.9474
1103 -3648.66 8983.187 16842.51 29.9282 112.1053
1104 -4137.98 8768.55 16842.51 29.9282 115.2632
1105 -4614.73 8527.284 16842.51 29.9282 118.421
1106 -5077.48 8260.119 16842.51 29.9282 121.579
1107 -5524.8 7967.87 16842.51 29.9282 124.7369
1108 -5955.34 7651.422 16842.51 29.9282 127.8947
1109 -6367.8 7311.737 16842.51 29.9282 131.0526
1110 -6760.91 6949.847 16842.51 29.9282 134.2105
1111 -7133.5 6566.85 16842.51 29.9282 137.3684
1112 -7484.42 6163.909 16842.51 29.9282 140.5263
1113 -7812.61 5742.248 16842.51 29.9282 143.6842
1114 -8117.08 5303.149 16842.51 29.9282 146.8421
1115 -8396.89 4847.946 16842.51 29.9282 150
1116 -8651.2 4378.019 16842.51 29.9282 153.1579
1117 -8879.24 3894.795 16842.51 29.9282 156.3158
1118 -9080.31 3399.744 16842.51 29.9282 159.4737
1119 -9253.81 2894.367 16842.51 29.9282 162.6316
1120 -9399.2 2380.201 16842.51 29.9282 165.7895
1121 -9516.05 1858.805 16842.51 29.9282 168.9474
1122 -9604 1331.765 16842.51 29.9282 172.1053
1123 -9662.78 800.6798 16842.51 29.9282 175.2632
1124 -9692.21 267.1629 16842.51 29.9282 178.4211
1125 -10090.1 0 16609.35 31.2785 180
1126 -10074.8 -555.841 16609.35 31.2785 -176.8421
1127 -10028.9 -1109.99 16609.35 31.2786 -173.6843
1128 -9952.48 -1660.77 16609.35 31.2785 -170.5263
1129 -9845.87 -2206.51 16609.35 31.2784 -167.3684
1130 -9709.37 -2745.55 16609.35 31.2785 -164.2105
1131 -9543.38 -3276.25 16609.35 31.2785 -161.0526
1132 -9348.41 -3797 16609.35 31.2785 -157.8947
1133 -9125.05 -4306.21 16609.35 31.2785 -154.7369
1134 -8873.97 -4802.35 16609.35 31.2785 -151.579
1135 -8595.94 -5283.91 16609.35 31.2785 -148.421
1136 -8291.81 -5749.42 16609.35 31.2785 -145.2631
1137 -7962.5 -6197.46 16609.35 31.2785 -142.1053
1138 -7609 -6626.69 16609.35 31.2785 -138.9473
1139 -7232.4 -7035.79 16609.35 31.2785 -135.7895
1140 -6833.83 -7423.52 16609.35 31.2784 -132.6316
1141 -6414.51 -7788.71 16609.35 31.2785 -129.4737
1142 -5975.71 -8130.24 16609.35 31.2785 -126.3158
1143 -5518.75 -8447.09 16609.35 31.2785 -123.1579
1144 -5045.04 -8738.28 16609.35 31.2785 -120
1145 -4556.01 -9002.93 16609.35 31.2785 -116.8421
1146 -4053.14 -9240.24 16609.35 31.2785 -113.6842
1147 -3537.96 -9449.48 16609.35 31.2784 -110.5263
1148 -3012.04 -9630.03 16609.35 31.2784 -107.3684
1149 -2476.97 -9781.34 16609.35 31.2785 -104.2105
1150 -1934.38 -9902.93 16609.35 31.2784 -101.0526
1151 -1385.91 -9994.46 16609.35 31.2785 -97.8947
1152 -833.233 -10055.6 16609.35 31.2784 -94.7369
1153 -278.025 -10086.3 16609.35 31.2786 -91.5789
1154 278.0258 -10086.3 16609.35 31.2786 -88.4211
1155 833.2329 -10055.6 16609.35 31.2784 -85.2631
1156 1385.91 -9994.46 16609.35 31.2785 -82.1053
1157 1934.377 -9902.93 16609.35 31.2784 -78.9474
1158 2476.971 -9781.34 16609.35 31.2785 -75.7895
1159 3012.041 -9630.03 16609.35 31.2784 -72.6316
1160 3537.965 -9449.48 16609.35 31.2784 -69.4737
1161 4053.143 -9240.24 16609.35 31.2785 -66.3158
1162 4556.012 -9002.93 16609.35 31.2785 -63.1579
1163 5045.046 -8738.27 16609.35 31.2784 -60
1164 5518.757 -8447.09 16609.35 31.2785 -56.8421
1165 5975.707 -8130.24 16609.35 31.2784 -53.6842
1166 6414.51 -7788.71 16609.35 31.2785 -50.5263
1167 6833.832 -7423.52 16609.35 31.2785 -47.3684
1168 7232.4 -7035.79 16609.35 31.2785 -44.2105
1169 7609.004 -6626.69 16609.35 31.2785 -41.0526
1170 7962.5 -6197.46 16609.35 31.2785 -37.8947
1171 8291.814 -5749.41 16609.35 31.2785 -34.7368
1172 8595.944 -5283.91 16609.35 31.2785 -31.579
1173 8873.97 -4802.35 16609.35 31.2785 -28.421
1174 9125.046 -4306.21 16609.35 31.2785 -25.2631
1175 9348.409 -3797 16609.35 31.2785 -22.1053
1176 9543.382 -3276.25 16609.35 31.2785 -18.9474
1177 9709.372 -2745.55 16609.35 31.2785 -15.7895
1178 9845.874 -2206.51 16609.35 31.2785 -12.6316
1179 9952.475 -1660.77 16609.35 31.2785 -9.4737
1180 10028.85 -1109.99 16609.35 31.2785 -6.3158
1181 10074.77 -555.84 16609.35 31.2785 -3.1579
1182 10090.09 0 16609.35 31.2785 0
1183 10074.77 555.8402 16609.35 31.2785 3.1579
1184 10028.85 1109.993 16609.35 31.2785 6.3158
1185 9952.475 1660.774 16609.35 31.2785 9.4737
1186 9845.874 2206.512 16609.35 31.2785 12.6316
1187 9709.372 2745.548 16609.35 31.2785 15.7895
1188 9543.382 3276.247 16609.35 31.2785 18.9474
1189 9348.409 3796.995 16609.35 31.2785 22.1053
1190 9125.046 4306.212 16609.35 31.2785 25.2632
1191 8873.97 4802.352 16609.35 31.2785 28.4211
1192 8595.944 5283.907 16609.35 31.2785 31.5789
1193 8291.813 5749.415 16609.35 31.2785 34.7368
1194 7962.5 6197.462 16609.35 31.2785 37.8947
1195 7609.005 6626.687 16609.35 31.2785 41.0526
1196 7232.401 7035.787 16609.35 31.2785 44.2105
1197 6833.833 7423.521 16609.35 31.2785 47.3684
1198 6414.51 7788.71 16609.35 31.2785 50.5263
1199 5975.706 8130.244 16609.35 31.2785 53.6842
1200 5518.755 8447.087 16609.35 31.2785 56.8421
1201 5045.045 8738.275 16609.35 31.2785 60
1202 4556.012 9002.926 16609.35 31.2785 63.1579
1203 4053.143 9240.236 16609.35 31.2785 66.3158
1204 3537.965 9449.483 16609.35 31.2785 69.4737
1205 3012.041 9630.033 16609.35 31.2785 72.6316
1206 2476.971 9781.337 16609.35 31.2785 75.7895
1207 1934.378 9902.935 16609.35 31.2785 78.9474
1208 1385.91 9994.458 16609.35 31.2785 82.1053
1209 833.2329 10055.63 16609.35 31.2785 85.2632
1210 278.0253 10086.26 16609.35 31.2785 88.4211
1211 -278.025 10086.26 16609.35 31.2785 91.5789
1212 -833.232 10055.63 16609.35 31.2785 94.7368
1213 -1385.91 9994.458 16609.35 31.2785 97.8947
1214 -1934.38 9902.934 16609.35 31.2785 101.0526
1215 -2476.97 9781.336 16609.35 31.2785 104.2105
1216 -3012.04 9630.033 16609.35 31.2785 107.3684
1217 -3537.96 9449.483 16609.35 31.2785 110.5263
1218 -4053.14 9240.236 16609.35 31.2785 113.6842
1219 -4556.01 9002.926 16609.35 31.2785 116.8421
1220 -5045.05 8738.274 16609.35 31.2785 120
1221 -5518.76 8447.085 16609.35 31.2785 123.1579
1222 -5975.71 8130.243 16609.35 31.2785 126.3158
1223 -6414.51 7788.709 16609.35 31.2785 129.4737
1224 -6833.83 7423.521 16609.35 31.2785 132.6316
1225 -7232.4 7035.788 16609.35 31.2785 135.7895
1226 -7609 6626.687 16609.35 31.2784 138.9474
1227 -7962.5 6197.46 16609.35 31.2785 142.1053
1228 -8291.81 5749.413 16609.35 31.2784 145.2632
1229 -8595.94 5283.907 16609.35 31.2784 148.421
1230 -8873.97 4802.352 16609.35 31.2785 151.5789
1231 -9125.05 4306.212 16609.35 31.2785 154.7369
1232 -9348.41 3796.995 16609.35 31.2785 157.8947
1233 -9543.38 3276.246 16609.35 31.2785 161.0526
1234 -9709.37 2745.548 16609.35 31.2785 164.2105
1235 -9845.87 2206.511 16609.35 31.2784 167.3684
1236 -9952.48 1660.774 16609.35 31.2785 170.5263
1237 -10028.9 1109.992 16609.35 31.2786 173.6842
1238 -10074.8 555.8397 16609.35 31.2785 176.8421
1239 -10469.2 -288.582 16370.47 32.6095 -178.421
1240 -10373.9 -1438.53 16370.47 32.6095 -172.1052
1241 -10278.9 -2007.82 16370.47 32.6095 -168.9473
1242 -10152.7 -2571.02 16370.47 32.6095 -165.7894
1243 -9808.28 -3672.3 16370.47 32.6096 -159.4737
1244 -9591.09 -4207.04 16370.47 32.6096 -156.3158
1245 -9344.77 -4729 16370.47 32.6096 -153.1579
1246 -8767.82 -5728.3 16370.47 32.6096 -146.8421
1247 -8438.95 -6202.6 16370.47 32.6096 -143.6842
1248 -8084.45 -6658.07 16370.47 32.6096 -140.5263
1249 -7302.94 -7507.01 16370.47 32.6096 -134.2106
1250 -6878.3 -7897.92 16370.47 32.6096 -131.0526
1251 -6432.78 -8264.83 16370.47 32.6096 -127.8948
1252 -5484.54 -8922.33 16370.47 32.6096 -121.579
1253 -4984.7 -9210.91 16370.47 32.6096 -118.4211
1254 -3941.17 -9703.37 16370.47 32.6096 -112.1053
1255 -3400.65 -9905.74 16370.47 32.6096 -108.9474
1256 -2849.8 -10078 16370.47 32.6095 -105.7895
1257 -1723.83 -10330.4 16370.47 32.6097 -99.4736
1258 -1152.14 -10409.6 16370.47 32.6095 -96.3158
1259 -576.946 -10457.3 16370.47 32.6096 -93.1579
1260 576.9448 -10457.3 16370.47 32.6096 -86.8421
1261 1152.139 -10409.6 16370.47 32.6095 -83.6842
1262 1723.832 -10330.4 16370.47 32.6097 -80.5264
1263 2849.796 -10078 16370.47 32.6095 -74.2105
1264 3400.645 -9905.74 16370.47 32.6096 -71.0526
1265 3941.166 -9703.37 16370.47 32.6096 -67.8947
1266 4984.695 -9210.91 16370.47 32.6096 -61.5789
1267 5484.536 -8922.33 16370.47 32.6096 -58.4211
1268 6432.777 -8264.83 16370.47 32.6096 -52.1053
1269 6878.301 -7897.92 16370.47 32.6096 -48.9474
1270 7302.934 -7507.01 16370.47 32.6096 -45.7895
1271 8084.445 -6658.07 16370.47 32.6096 -39.4737
1272 8438.947 -6202.6 16370.47 32.6096 -36.3158
1273 8767.821 -5728.3 16370.47 32.6096 -33.1579
1274 9344.765 -4729 16370.47 32.6096 -26.8421
1275 9591.086 -4207.04 16370.47 32.6096 -23.6842
1276 9808.278 -3672.3 16370.47 32.6096 -20.5263
1277 10152.73 -2571.02 16370.47 32.6096 -14.2105
1278 10278.95 -2007.83 16370.47 32.6096 -11.0527
1279 10373.95 -1438.53 16370.47 32.6096 -7.8947
1280 10469.23 -288.582 16370.47 32.6096 -1.5789
1281 10469.23 288.5814 16370.47 32.6096 1.5789
1282 10373.95 1438.531 16370.47 32.6096 7.8947
1283 10278.95 2007.824 16370.47 32.6096 11.0526
1284 10152.73 2571.02 16370.47 32.6096 14.2105
1285 9808.279 3672.3 16370.47 32.6096 20.5263
1286 9591.086 4207.039 16370.47 32.6096 23.6842
1287 9344.766 4729.002 16370.47 32.6096 26.8421
1288 8767.82 5728.302 16370.47 32.6096 33.1579
1289 8438.947 6202.603 16370.47 32.6096 36.3158
1290 8084.445 6658.067 16370.47 32.6096 39.4737
1291 7302.936 7507.012 16370.47 32.6096 45.7895
1292 6878.301 7897.916 16370.47 32.6096 48.9474
1293 6432.777 8264.834 16370.47 32.6096 52.1053
1294 5484.536 8922.33 16370.47 32.6096 58.4211
1295 4984.697 9210.912 16370.47 32.6096 61.5789
1296 3941.167 9703.366 16370.47 32.6096 67.8947
1297 3400.645 9905.742 16370.47 32.6096 71.0526
1298 2849.796 10078.03 16370.47 32.6096 74.2105
1299 1723.833 10330.37 16370.47 32.6096 80.5263
1300 1152.139 10409.64 16370.47 32.6096 83.6842
1301 576.9454 10457.31 16370.47 32.6096 86.8421
1302 -576.945 10457.31 16370.47 32.6096 93.1579
1303 -1152.14 10409.64 16370.47 32.6096 96.3158
1304 -1723.83 10330.37 16370.47 32.6096 99.4737
1305 -2849.8 10078.03 16370.47 32.6096 105.7895
1306 -3400.65 9905.742 16370.47 32.6096 108.9474
1307 -3941.17 9703.367 16370.47 32.6096 112.1053
1308 -4984.7 9210.913 16370.47 32.6096 118.4211
1309 -5484.54 8922.331 16370.47 32.6096 121.579
1310 -6432.78 8264.834 16370.47 32.6096 127.8947
1311 -6878.3 7897.917 16370.47 32.6096 131.0526
1312 -7302.93 7507.014 16370.47 32.6096 134.2105
1313 -8084.45 6658.068 16370.47 32.6096 140.5263
1314 -8438.95 6202.603 16370.47 32.6096 143.6842
1315 -8767.82 5728.301 16370.47 32.6096 146.8421
1316 -9344.77 4729.004 16370.47 32.6096 153.1579
1317 -9591.09 4207.04 16370.47 32.6096 156.3158
1318 -9808.28 3672.301 16370.47 32.6096 159.4737
1319 -10152.7 2571.021 16370.47 32.6095 165.7894
1320 -10278.9 2007.826 16370.47 32.6095 168.9473
1321 -10373.9 1438.533 16370.47 32.6095 172.1052
1322 -10469.2 288.582 16370.47 32.6095 178.421
1323 -10918.2 0 16077.11 34.181 180
1324 -10905 -535.73 16077.11 34.1809 -177.1875
1325 -10865.6 -1070.17 16077.11 34.1809 -174.375
1326 -10800 -1602.03 16077.11 34.1809 -171.5625
1327 -10708.4 -2130.03 16077.11 34.181 -168.75
1328 -10591 -2652.9 16077.11 34.181 -165.9375
1329 -10448.1 -3169.38 16077.11 34.1811 -163.1251
1330 -10280 -3678.23 16077.11 34.1811 -160.3126
1331 -10087.1 -4178.21 16077.11 34.181 -157.5
1332 -9869.93 -4668.13 16077.11 34.181 -154.6875
1333 -9628.99 -5146.8 16077.11 34.181 -151.875
1334 -9364.85 -5613.07 16077.11 34.181 -149.0625
1335 -9078.15 -6065.82 16077.11 34.181 -146.25
1336 -8769.58 -6503.96 16077.11 34.181 -143.4375
1337 -8439.88 -6926.43 16077.11 34.181 -140.625
1338 -8089.85 -7332.21 16077.11 34.181 -137.8125
1339 -7720.33 -7720.33 16077.11 34.181 -135
1340 -7332.21 -8089.85 16077.11 34.181 -132.1875
1341 -6926.43 -8439.88 16077.11 34.181 -129.375
1342 -6503.96 -8769.58 16077.11 34.181 -126.5625
1343 -6065.82 -9078.15 16077.11 34.181 -123.75
1344 -5613.07 -9364.85 16077.11 34.181 -120.9375
1345 -5146.8 -9628.99 16077.11 34.181 -118.125
1346 -4668.13 -9869.93 16077.11 34.181 -115.3125
1347 -4178.21 -10087.1 16077.11 34.181 -112.5
1348 -3678.23 -10280 16077.11 34.1811 -109.6874
1349 -3169.38 -10448.1 16077.11 34.1811 -106.8749
1350 -2652.9 -10591 16077.11 34.181 -104.0625
1351 -2130.03 -10708.4 16077.11 34.181 -101.25
1352 -1602.03 -10800 16077.11 34.1809 -98.4375
1353 -1070.17 -10865.6 16077.11 34.1809 -95.625
1354 -535.731 -10905 16077.11 34.1809 -92.8125
1355 0 -10918.2 16077.11 34.181 -90
1356 535.7294 -10905 16077.11 34.1809 -87.1875
1357 1070.17 -10865.6 16077.11 34.1809 -84.375
1358 1602.031 -10800 16077.11 34.1809 -81.5625
1359 2130.033 -10708.4 16077.11 34.181 -78.75
1360 2652.904 -10591 16077.11 34.181 -75.9375
1361 3169.383 -10448.1 16077.11 34.1811 -73.1251
1362 3678.227 -10280 16077.11 34.1811 -70.3126
1363 4178.211 -10087.1 16077.11 34.181 -67.5
1364 4668.128 -9869.93 16077.11 34.181 -64.6875
1365 5146.799 -9628.99 16077.11 34.181 -61.875
1366 5613.073 -9364.85 16077.11 34.181 -59.0625
1367 6065.823 -9078.15 16077.11 34.181 -56.25
1368 6503.959 -8769.58 16077.11 34.181 -53.4375
1369 6926.428 -8439.88 16077.11 34.181 -50.625
1370 7332.21 -8089.85 16077.11 34.181 -47.8125
1371 7720.328 -7720.33 16077.11 34.181 -45
1372 8089.847 -7332.21 16077.11 34.181 -42.1875
1373 8439.878 -6926.43 16077.11 34.181 -39.375
1374 8769.576 -6503.96 16077.11 34.181 -36.5625
1375 9078.147 -6065.82 16077.11 34.181 -33.75
1376 9364.847 -5613.07 16077.11 34.181 -30.9375
1377 9628.987 -5146.8 16077.11 34.181 -28.125
1378 9869.93 -4668.13 16077.11 34.181 -25.3125
1379 10087.1 -4178.21 16077.11 34.181 -22.5
1380 10279.96 -3678.23 16077.11 34.181 -19.6875
1381 10448.06 -3169.38 16077.11 34.181 -16.875
1382 10590.99 -2652.91 16077.11 34.181 -14.0625
1383 10708.4 -2130.03 16077.11 34.181 -11.25
1384 10800.02 -1602.03 16077.11 34.181 -8.4375
1385 10865.62 -1070.17 16077.11 34.181 -5.625
1386 10905.04 -535.731 16077.11 34.181 -2.8125
1387 10918.19 0 16077.11 34.181 0
1388 10905.04 535.7292 16077.11 34.181 2.8125
1389 10865.62 1070.169 16077.11 34.181 5.625
1390 10800.02 1602.031 16077.11 34.181 8.4375
1391 10708.4 2130.033 16077.11 34.181 11.25
1392 10590.99 2652.904 16077.11 34.181 14.0625
1393 10448.06 3169.383 16077.11 34.181 16.875
1394 10279.96 3678.227 16077.11 34.181 19.6875
1395 10087.1 4178.211 16077.11 34.181 22.5
1396 9869.93 4668.128 16077.11 34.181 25.3125
1397 9628.988 5146.799 16077.11 34.181 28.125
1398 9364.847 5613.073 16077.11 34.181 30.9375
1399 9078.146 6065.823 16077.11 34.181 33.75
1400 8769.576 6503.959 16077.11 34.181 36.5625
1401 8439.878 6926.428 16077.11 34.181 39.375
1402 8089.848 7332.209 16077.11 34.181 42.1875
1403 7720.329 7720.327 16077.11 34.181 45
1404 7332.211 8089.847 16077.11 34.181 47.8125
1405 6926.428 8439.877 16077.11 34.181 50.625
1406 6503.959 8769.575 16077.11 34.181 53.4375
1407 6065.822 9078.147 16077.11 34.181 56.25
1408 5613.073 9364.847 16077.11 34.181 59.0625
1409 5146.8 9628.987 16077.11 34.181 61.875
1410 4668.129 9869.93 16077.11 34.181 64.6875
1411 4178.212 10087.09 16077.11 34.181 67.5
1412 3678.228 10279.96 16077.11 34.181 70.3125
1413 3169.384 10448.06 16077.11 34.181 73.125
1414 2652.904 10590.99 16077.11 34.181 75.9375
1415 2130.034 10708.4 16077.11 34.181 78.75
1416 1602.032 10800.02 16077.11 34.181 81.5625
1417 1070.17 10865.62 16077.11 34.181 84.375
1418 535.7302 10905.04 16077.11 34.181 87.1875
1419 0 10918.19 16077.11 34.181 90
1420 -535.73 10905.04 16077.11 34.181 92.8125
1421 -1070.17 10865.62 16077.11 34.181 95.625
1422 -1602.03 10800.02 16077.11 34.181 98.4375
1423 -2130.03 10708.4 16077.11 34.181 101.25
1424 -2652.9 10590.99 16077.11 34.181 104.0625
1425 -3169.38 10448.06 16077.11 34.181 106.875
1426 -3678.23 10279.96 16077.11 34.181 109.6875
1427 -4178.21 10087.1 16077.11 34.181 112.5
1428 -4668.13 9869.93 16077.11 34.181 115.3125
1429 -5146.8 9628.988 16077.11 34.181 118.125
1430 -5613.07 9364.847 16077.11 34.181 120.9375
1431 -6065.82 9078.146 16077.11 34.181 123.75
1432 -6503.96 8769.576 16077.11 34.181 126.5625
1433 -6926.43 8439.878 16077.11 34.181 129.375
1434 -7332.21 8089.848 16077.11 34.181 132.1875
1435 -7720.33 7720.329 16077.11 34.181 135
1436 -8089.85 7332.211 16077.11 34.181 137.8125
1437 -8439.88 6926.428 16077.11 34.181 140.625
1438 -8769.58 6503.959 16077.11 34.181 143.4375
1439 -9078.15 6065.822 16077.11 34.181 146.25
1440 -9364.85 5613.073 16077.11 34.181 149.0625
1441 -9628.99 5146.8 16077.11 34.181 151.875
1442 -9869.93 4668.129 16077.11 34.181 154.6875
1443 -10087.1 4178.212 16077.11 34.181 157.5
1444 -10280 3678.229 16077.11 34.1811 160.3126
1445 -10448.1 3169.384 16077.11 34.1811 163.1251
1446 -10591 2652.905 16077.11 34.181 165.9375
1447 -10708.4 2130.034 16077.11 34.181 168.75
1448 -10800 1602.032 16077.11 34.1809 171.5625
1449 -10865.6 1070.17 16077.11 34.1809 174.375
1450 -10905 535.7304 16077.11 34.1809 177.1875
1451 -11290.7 -277.17 15815.3 35.5316 -178.5938
1452 -11263.5 -830.844 15815.3 35.5316 -175.7813
1453 -11209.2 -1382.52 15815.3 35.5317 -172.9688
1454 -11127.8 -1930.86 15815.3 35.5315 -170.1562
1455 -11019.7 -2474.55 15815.3 35.5316 -167.3438
1456 -10885 -3012.28 15815.3 35.5316 -164.5313
1457 -10724.1 -3542.75 15815.3 35.5317 -161.7188
1458 -10537.3 -4064.69 15815.3 35.5315 -158.9062
1459 -10325.2 -4576.83 15815.3 35.5316 -156.0938
1460 -10088.2 -5077.95 15815.3 35.5316 -153.2814
1461 -9826.85 -5566.84 15815.3 35.5316 -150.4688
1462 -9541.86 -6042.31 15815.3 35.5316 -147.6563
1463 -9233.88 -6503.23 15815.3 35.5316 -144.8438
1464 -8903.66 -6948.48 15815.3 35.5316 -142.0313
1465 -8551.99 -7377 15815.3 35.5316 -139.2187
1466 -8179.72 -7787.74 15815.3 35.5316 -136.4063
1467 -7787.74 -8179.72 15815.3 35.5316 -133.5937
1468 -7377 -8551.99 15815.3 35.5316 -130.7813
1469 -6948.48 -8903.66 15815.3 35.5316 -127.9687
1470 -6503.23 -9233.88 15815.3 35.5316 -125.1562
1471 -6042.31 -9541.86 15815.3 35.5316 -122.3437
1472 -5566.84 -9826.85 15815.3 35.5316 -119.5312
1473 -5077.95 -10088.2 15815.3 35.5316 -116.7186
1474 -4576.83 -10325.2 15815.3 35.5316 -113.9062
1475 -4064.69 -10537.3 15815.3 35.5315 -111.0938
1476 -3542.75 -10724.1 15815.3 35.5317 -108.2812
1477 -3012.28 -10885 15815.3 35.5316 -105.4687
1478 -2474.55 -11019.7 15815.3 35.5316 -102.6562
1479 -1930.86 -11127.8 15815.3 35.5315 -99.8438
1480 -1382.52 -11209.2 15815.3 35.5317 -97.0312
1481 -830.845 -11263.5 15815.3 35.5316 -94.2187
1482 -277.171 -11290.7 15815.3 35.5316 -91.4062
1483 277.1701 -11290.7 15815.3 35.5316 -88.5938
1484 830.8443 -11263.5 15815.3 35.5316 -85.7813
1485 1382.518 -11209.2 15815.3 35.5317 -82.9688
1486 1930.859 -11127.8 15815.3 35.5315 -80.1562
1487 2474.55 -11019.7 15815.3 35.5316 -77.3438
1488 3012.279 -10885 15815.3 35.5316 -74.5313
1489 3542.751 -10724.1 15815.3 35.5317 -71.7188
1490 4064.688 -10537.3 15815.3 35.5315 -68.9062
1491 4576.833 -10325.2 15815.3 35.5316 -66.0938
1492 5077.952 -10088.2 15815.3 35.5316 -63.2813
1493 5566.839 -9826.85 15815.3 35.5316 -60.4688
1494 6042.314 -9541.86 15815.3 35.5316 -57.6563
1495 6503.233 -9233.88 15815.3 35.5316 -54.8437
1496 6948.484 -8903.66 15815.3 35.5316 -52.0313
1497 7376.996 -8551.99 15815.3 35.5316 -49.2188
1498 7787.736 -8179.72 15815.3 35.5316 -46.4063
1499 8179.715 -7787.74 15815.3 35.5316 -43.5938
1500 8551.99 -7377 15815.3 35.5316 -40.7813
1501 8903.661 -6948.48 15815.3 35.5316 -37.9687
1502 9233.882 -6503.23 15815.3 35.5316 -35.1562
1503 9541.858 -6042.31 15815.3 35.5316 -32.3437
1504 9826.846 -5566.84 15815.3 35.5316 -29.5313
1505 10088.16 -5077.95 15815.3 35.5316 -26.7187
1506 10325.17 -4576.83 15815.3 35.5316 -23.9062
1507 10537.31 -4064.69 15815.3 35.5316 -21.0938
1508 10724.06 -3542.75 15815.3 35.5316 -18.2812
1509 10884.98 -3012.28 15815.3 35.5316 -15.4688
1510 11019.67 -2474.55 15815.3 35.5316 -12.6563
1511 11127.82 -1930.86 15815.3 35.5316 -9.8438
1512 11209.16 -1382.52 15815.3 35.5316 -7.0313
1513 11263.49 -830.846 15815.3 35.5316 -4.2188
1514 11290.69 -277.172 15815.3 35.5316 -1.4063
1515 11290.69 277.1699 15815.3 35.5316 1.4062
1516 11263.49 830.8441 15815.3 35.5316 4.2187
1517 11209.16 1382.517 15815.3 35.5316 7.0312
1518 11127.82 1930.859 15815.3 35.5316 9.8437
1519 11019.67 2474.55 15815.3 35.5316 12.6563
1520 10884.98 3012.278 15815.3 35.5316 15.4687
1521 10724.06 3542.751 15815.3 35.5316 18.2813
1522 10537.31 4064.688 15815.3 35.5316 21.0937
1523 10325.17 4576.833 15815.3 35.5316 23.9062
1524 10088.16 5077.952 15815.3 35.5316 26.7187
1525 9826.846 5566.839 15815.3 35.5316 29.5312
1526 9541.858 6042.314 15815.3 35.5316 32.3437
1527 9233.882 6503.232 15815.3 35.5316 35.1562
1528 8903.661 6948.484 15815.3 35.5316 37.9687
1529 8551.99 7376.996 15815.3 35.5316 40.7812
