#Position file for Large PMT in CD     
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250425.     
"#Have installed 17596 CD-LPMT  more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F"     
#CopyNo X Y Z Orientation_theta Orientation_phi
6997 19034.36 764.9528 3845.551 78.5871 2.3014
6998 19004.58 1310.665 3845.551 78.5871 3.9452
6999 18959.17 1855.299 3845.551 78.5871 5.589
7000 18898.14 2398.405 3845.551 78.5871 7.2329
7001 18821.56 2939.54 3845.552 78.5871 8.8767
7002 18729.49 3478.253 3845.552 78.5871 10.5205
7003 18622 4014.103 3845.552 78.5871 12.1644
7004 18499.19 4546.649 3845.552 78.5871 13.8082
7005 18361.15 5075.452 3845.552 78.5871 15.452
7006 18208 5600.082 3845.552 78.5871 17.0959
7007 18039.86 6120.099 3845.552 78.5871 18.7397
7008 17856.87 6635.079 3845.552 78.5871 20.3836
7009 17659.18 7144.598 3845.552 78.5871 22.0274
7010 17446.96 7648.235 3845.552 78.5871 23.6712
7011 17220.38 8145.578 3845.552 78.5871 25.3151
7012 16979.63 8636.218 3845.552 78.5871 26.9589
7013 16724.9 9119.747 3845.552 78.5871 28.6027
7014 16456.4 9595.771 3845.552 78.5871 30.2466
7015 16174.36 10063.9 3845.552 78.5871 31.8904
7016 15879.01 10523.74 3845.552 78.5871 33.5342
7017 15570.59 10974.92 3845.552 78.5871 35.1781
7018 15249.35 11417.07 3845.552 78.5871 36.8219
7019 14915.56 11849.82 3845.552 78.5871 38.4657
7020 14569.49 12272.82 3845.552 78.5871 40.1096
7021 14211.43 12685.71 3845.552 78.5871 41.7534
7022 13841.67 13088.17 3845.552 78.5871 43.3973
7023 13460.53 13479.85 3845.552 78.5871 45.0411
7024 13068.3 13860.44 3845.552 78.5871 46.6849
7025 12665.31 14229.61 3845.552 78.5871 48.3288
7026 12251.9 14587.08 3845.552 78.5871 49.9726
7027 11828.41 14932.54 3845.552 78.5871 51.6164
7028 11395.18 15265.71 3845.552 78.5871 53.2603
7029 10952.57 15586.31 3845.552 78.5871 54.9041
7030 10500.95 15894.09 3845.552 78.5871 56.548
7031 10040.69 16188.78 3845.552 78.5871 58.1918
7032 9572.155 16470.15 3845.552 78.5871 59.8356
7033 9095.746 16737.97 3845.552 78.5871 61.4795
7034 8611.851 16992 3845.552 78.5871 63.1233
7035 8120.866 17232.05 3845.552 78.5871 64.7671
7036 7623.2 17457.92 3845.552 78.5871 66.411
7037 7119.257 17669.42 3845.552 78.5871 68.0548
7038 6609.456 17866.37 3845.552 78.5871 69.6986
7039 6094.213 18048.62 3845.552 78.5871 71.3425
7040 5573.955 18216.01 3845.552 78.5871 72.9863
7041 5049.109 18368.41 3845.551 78.5871 74.6301
7042 4520.108 18505.69 3845.551 78.5871 76.274
7043 3987.386 18627.74 3845.551 78.5871 77.9178
7044 3451.383 18734.46 3845.551 78.5871 79.5616
7045 2912.538 18825.76 3845.551 78.5871 81.2055
7046 2371.296 18901.56 3845.551 78.5871 82.8493
7047 1828.101 18961.81 3845.551 78.5871 84.4932
7048 1283.404 19006.45 3845.551 78.5871 86.137
7049 737.6496 19035.44 3845.551 78.5871 87.7808
7050 191.2876 19048.77 3845.551 78.5871 89.4247
7051 -355.233 19046.41 3845.551 78.5871 91.0685
7052 -901.458 19028.39 3845.551 78.5871 92.7123
7053 -1446.94 18994.7 3845.551 78.5871 94.3561
7054 -1991.24 18945.37 3845.551 78.5871 96
7055 -2533.89 18880.45 3845.551 78.5871 97.6438
7056 -3074.46 18799.99 3845.551 78.5871 99.2877
7057 -3612.5 18704.06 3845.551 78.5871 100.9315
7058 -4147.57 18592.73 3845.551 78.5871 102.5754
7059 -4679.22 18466.1 3845.551 78.5871 104.2192
7060 -5207.02 18324.27 3845.551 78.5871 105.863
7061 -5730.54 18167.36 3845.551 78.5871 107.5069
7062 -6249.33 17995.5 3845.551 78.5871 109.1507
7063 -6762.99 17808.82 3845.551 78.5871 110.7945
7064 -7271.08 17607.49 3845.551 78.5871 112.4384
7065 -7773.18 17391.66 3845.551 78.5871 114.0822
7066 -8268.88 17161.52 3845.551 78.5871 115.726
7067 -8757.78 16917.25 3845.551 78.5871 117.3699
7068 -9239.47 16659.06 3845.551 78.5871 119.0137
7069 -9713.56 16387.16 3845.551 78.5871 120.6575
7070 -10179.7 16101.76 3845.551 78.5871 122.3015
7071 -10637.4 15803.12 3845.551 78.5871 123.9453
7072 -11086.3 15491.47 3845.551 78.5871 125.589
7073 -11526.2 15167.07 3845.551 78.5872 127.233
7074 -11956.5 14830.18 3845.551 78.5871 128.8767
7075 -12377 14481.09 3845.551 78.5871 130.5205
7076 -12787.3 14120.08 3845.551 78.5871 132.1643
7077 -13187.1 13747.44 3845.551 78.5871 133.8082
7078 -13576 13363.49 3845.551 78.5871 135.452
7079 -13953.8 12968.55 3845.551 78.5871 137.0959
7080 -14320.1 12562.92 3845.551 78.5871 138.7398
7081 -14674.6 12146.96 3845.551 78.5871 140.3836
7082 -15017 11721 3845.551 78.5871 142.0274
7083 -15347.1 11285.39 3845.551 78.5872 143.6713
7084 -15664.5 10840.5 3845.551 78.5871 145.3151
7085 -15969 10386.68 3845.551 78.5871 146.9589
7086 -16260.4 9924.313 3845.551 78.5871 148.6028
7087 -16538.4 9453.777 3845.551 78.5871 150.2466
7088 -16802.8 8975.459 3845.551 78.5871 151.8905
7089 -17053.3 8489.753 3845.551 78.5871 153.5342
7090 -17289.9 7997.062 3845.551 78.5872 155.1781
7091 -17512.1 7497.787 3845.551 78.5871 156.8219
7092 -17720 6992.34 3845.551 78.5871 158.4657
7093 -17913.3 6481.139 3845.551 78.5871 160.1096
7094 -18091.9 5964.603 3845.551 78.5872 161.7535
7095 -18255.5 5443.158 3845.551 78.5871 163.3972
7096 -18404.2 4917.232 3845.551 78.5872 165.0411
7097 -18537.6 4387.259 3845.551 78.5871 166.6849
7098 -18655.9 3853.676 3845.551 78.5872 168.3288
7099 -18758.7 3316.921 3845.551 78.5871 169.9726
7100 -18846.2 2777.436 3845.551 78.5872 171.6165
7101 -18918.1 2235.664 3845.551 78.5871 173.2603
7102 -18974.4 1692.053 3845.551 78.5871 174.9041
7103 -19015.2 1147.049 3845.551 78.5872 176.5479
7104 -19040.2 601.1005 3845.551 78.5871 178.1918
7105 -19049.6 54.6576 3845.551 78.5871 179.8356
7106 -19133.7 -219.59 3396.271 79.9354 -179.3425
7107 -19119.5 -768.375 3396.271 79.9354 -177.6986
7108 -19089.6 -1316.53 3396.271 79.9354 -176.0548
7109 -19044 -1863.6 3396.271 79.9354 -174.411
7110 -18982.7 -2409.13 3396.271 79.9354 -172.7672
7111 -18905.7 -2952.69 3396.271 79.9353 -171.1233
7112 -18813.3 -3493.81 3396.271 79.9354 -169.4795
7113 -18705.3 -4032.06 3396.271 79.9354 -167.8356
7114 -18581.9 -4566.99 3396.271 79.9353 -166.1917
7115 -18443.3 -5098.15 3396.271 79.9354 -164.548
7116 -18289.4 -5625.13 3396.271 79.9353 -162.9041
7117 -18120.5 -6147.47 3396.271 79.9353 -161.2602
7118 -17936.7 -6664.76 3396.271 79.9353 -159.6164
7119 -17738.2 -7176.56 3396.271 79.9354 -157.9726
7120 -17525 -7682.45 3396.271 79.9354 -156.3288
7121 -17297.4 -8182.01 3396.271 79.9353 -154.6849
7122 -17055.6 -8674.85 3396.271 79.9354 -153.0411
7123 -16799.7 -9160.54 3396.271 79.9353 -151.3972
7124 -16530 -9638.69 3396.271 79.9353 -149.7534
7125 -16246.7 -10108.9 3396.271 79.9353 -148.1096
7126 -15950 -10570.8 3396.271 79.9353 -146.4657
7127 -15640.2 -11024 3396.271 79.9353 -144.8219
7128 -15317.6 -11468.1 3396.271 79.9354 -143.1783
7129 -14982.3 -11902.8 3396.271 79.9354 -141.5344
7130 -14634.7 -12327.7 3396.271 79.9354 -139.8905
7131 -14275 -12742.5 3396.271 79.9354 -138.2465
7132 -13903.6 -13146.7 3396.271 79.9354 -136.6028
7133 -13520.7 -13540.1 3396.271 79.9353 -134.9589
7134 -13126.8 -13922.4 3396.271 79.9354 -133.3152
7135 -12722 -14293.3 3396.271 79.9354 -131.6712
7136 -12306.7 -14652.3 3396.271 79.9353 -130.0274
7137 -11881.3 -14999.3 3396.271 79.9353 -128.3836
7138 -11446.1 -15334 3396.271 79.9353 -126.7396
7139 -11001.6 -15656 3396.271 79.9354 -125.096
7140 -10547.9 -15965.2 3396.271 79.9354 -123.452
7141 -10085.6 -16261.2 3396.271 79.9354 -121.8082
7142 -9614.97 -16543.8 3396.271 79.9353 -120.1644
7143 -9136.43 -16812.8 3396.271 79.9353 -118.5206
7144 -8650.37 -17068 3396.271 79.9354 -116.8767
7145 -8157.19 -17309.1 3396.271 79.9353 -115.2329
7146 -7657.3 -17536 3396.271 79.9354 -113.5891
7147 -7151.1 -17748.4 3396.271 79.9353 -111.9453
7148 -6639.02 -17946.3 3396.271 79.9354 -110.3014
7149 -6121.47 -18129.3 3396.271 79.9353 -108.6576
7150 -5598.89 -18297.5 3396.271 79.9354 -107.0137
7151 -5071.69 -18450.6 3396.271 79.9354 -105.3698
7152 -4540.33 -18588.5 3396.271 79.9354 -103.726
7153 -4005.22 -18711.1 3396.271 79.9354 -102.0822
7154 -3466.82 -18818.3 3396.271 79.9354 -100.4383
7155 -2925.57 -18910 3396.271 79.9354 -98.7945
7156 -2381.9 -18986.1 3396.271 79.9353 -97.1507
7157 -1836.28 -19046.6 3396.271 79.9353 -95.5069
7158 -1289.15 -19091.5 3396.271 79.9354 -93.863
7159 -740.95 -19120.6 3396.271 79.9354 -92.2192
7160 -192.144 -19134 3396.271 79.9354 -90.5753
7161 356.8208 -19131.6 3396.271 79.9353 -88.9315
7162 905.4898 -19113.5 3396.271 79.9354 -87.2877
7163 1453.414 -19079.7 3396.271 79.9354 -85.6439
7164 2000.143 -19030.1 3396.271 79.9353 -84
7165 2545.225 -18964.9 3396.271 79.9354 -82.3562
7166 3088.214 -18884.1 3396.271 79.9354 -80.7123
7167 3628.66 -18787.7 3396.271 79.9353 -79.0685
7168 4166.118 -18675.9 3396.271 79.9354 -77.4247
7169 4700.148 -18548.7 3396.271 79.9354 -75.7808
7170 5230.309 -18406.2 3396.271 79.9353 -74.137
7171 5756.167 -18248.6 3396.271 79.9353 -72.4931
7172 6277.286 -18076 3396.271 79.9354 -70.8493
7173 6793.237 -17888.5 3396.271 79.9354 -69.2055
7174 7303.598 -17686.2 3396.271 79.9353 -67.5616
7175 7807.946 -17469.4 3396.271 79.9353 -65.9178
7176 8305.869 -17238.3 3396.271 79.9354 -64.274
7177 8796.955 -16992.9 3396.271 79.9353 -62.6301
7178 9280.8 -16733.6 3396.271 79.9354 -60.9863
7179 9757.006 -16460.5 3396.271 79.9354 -59.3425
7180 10225.18 -16173.8 3396.271 79.9354 -57.6987
7181 10684.94 -15873.8 3396.271 79.9353 -56.0548
7182 11135.91 -15560.8 3396.271 79.9354 -54.411
7183 11577.71 -15234.9 3396.271 79.9354 -52.7671
7184 12009.98 -14896.5 3396.271 79.9353 -51.1233
7185 12432.36 -14545.9 3396.271 79.9354 -49.4795
7186 12844.52 -14183.2 3396.271 79.9353 -47.8355
7187 13246.1 -13808.9 3396.271 79.9353 -46.1917
7188 13636.77 -13423.3 3396.271 79.9354 -44.548
7189 14016.23 -13026.6 3396.271 79.9354 -42.9042
7190 14384.14 -12619.1 3396.271 79.9353 -41.2602
7191 14740.22 -12201.3 3396.271 79.9354 -39.6164
7192 15084.17 -11773.4 3396.271 79.9353 -37.9725
7193 15415.7 -11335.9 3396.271 79.9354 -36.3288
7194 15734.54 -10889 3396.271 79.9354 -34.685
7195 16040.43 -10433.1 3396.271 79.9353 -33.041
7196 16333.11 -9968.7 3396.271 79.9353 -31.3973
7197 16612.36 -9496.06 3396.271 79.9354 -29.7534
7198 16877.93 -9015.61 3396.271 79.9354 -28.1096
7199 17129.61 -8527.73 3396.271 79.9354 -26.4658
7200 17367.19 -8032.83 3396.271 79.9354 -24.8219
7201 17590.48 -7531.32 3396.271 79.9354 -23.1781
7202 17799.28 -7023.62 3396.271 79.9354 -21.5343
7203 17993.44 -6510.13 3396.271 79.9354 -19.8904
7204 18172.79 -5991.28 3396.271 79.9354 -18.2466
7205 18337.18 -5467.5 3396.271 79.9354 -16.6027
7206 18486.47 -4939.23 3396.271 79.9354 -14.9589
7207 18620.56 -4406.88 3396.271 79.9354 -13.3151
7208 18739.31 -3870.91 3396.271 79.9354 -11.6712
7209 18842.64 -3331.76 3396.271 79.9354 -10.0274
7210 18930.46 -2789.86 3396.271 79.9354 -8.3836
7211 19002.7 -2245.66 3396.271 79.9354 -6.7397
7212 19059.3 -1699.62 3396.271 79.9354 -5.0959
7213 19100.21 -1152.18 3396.271 79.9354 -3.4521
7214 19125.41 -603.79 3396.271 79.9354 -1.8082
7215 19134.86 -54.9028 3396.271 79.9354 -0.1644
7216 19128.56 494.0327 3396.271 79.9354 1.4794
7217 19106.51 1042.558 3396.271 79.9354 3.1233
7218 19068.74 1590.226 3396.271 79.9354 4.7671
7219 19015.28 2136.585 3396.271 79.9354 6.4109
7220 18946.16 2681.185 3396.271 79.9354 8.0548
7221 18861.45 3223.581 3396.271 79.9354 9.6986
7222 18761.21 3763.321 3396.271 79.9354 11.3425
7223 18645.54 4299.964 3396.271 79.9354 12.9863
7224 18514.51 4833.068 3396.271 79.9354 14.6301
7225 18368.25 5362.192 3396.271 79.9354 16.274
7226 18206.87 5886.908 3396.271 79.9354 17.9178
7227 18030.5 6406.774 3396.271 79.9354 19.5616
7228 17839.29 6921.368 3396.271 79.9354 21.2055
7229 17633.4 7430.265 3396.271 79.9354 22.8493
7230 17413 7933.045 3396.271 79.9354 24.4931
7231 17178.26 8429.296 3396.271 79.9354 26.137
7232 16929.39 8918.61 3396.271 79.9354 27.7808
7233 16666.58 9400.583 3396.271 79.9354 29.4246
7234 16390.05 9874.818 3396.271 79.9354 31.0685
7235 16100.03 10340.93 3396.271 79.9354 32.7123
7236 15796.76 10798.52 3396.271 79.9354 34.3562
7237 15480.49 11247.23 3396.271 79.9354 36
7238 15151.47 11686.68 3396.271 79.9354 37.6438
7239 14809.99 12116.52 3396.271 79.9354 39.2877
7240 14456.31 12536.38 3396.271 79.9354 40.9315
7241 14090.74 12945.92 3396.271 79.9354 42.5754
7242 13713.57 13344.8 3396.271 79.9354 44.2192
7243 13325.11 13732.7 3396.271 79.9354 45.863
7244 12925.69 14109.3 3396.271 79.9354 47.5068
7245 12515.62 14474.28 3396.271 79.9354 49.1507
7246 12095.26 14827.36 3396.271 79.9354 50.7945
7247 11664.93 15168.22 3396.271 79.9353 52.4384
7248 11225.01 15496.61 3396.271 79.9354 54.0822
7249 10775.85 15812.23 3396.271 79.9354 55.726
7250 10317.82 16114.85 3396.271 79.9354 57.3699
7251 9851.297 16404.2 3396.271 79.9354 59.0137
7252 9376.665 16680.04 3396.271 79.9354 60.6575
7253 8894.315 16942.16 3396.271 79.9354 62.3014
7254 8404.645 17190.34 3396.271 79.9354 63.9452
7255 7908.058 17424.36 3396.271 79.9354 65.589
7256 7404.961 17644.04 3396.271 79.9354 67.2329
7257 6895.77 17849.2 3396.271 79.9354 68.8767
7258 6380.902 18039.67 3396.271 79.9354 70.5205
7259 5860.783 18215.29 3396.271 79.9354 72.1644
7260 5335.839 18375.92 3396.271 79.9354 73.8082
7261 4806.504 18521.43 3396.271 79.9354 75.4521
7262 4273.212 18651.69 3396.271 79.9354 77.0959
7263 3736.405 18766.59 3396.271 79.9354 78.7397
7264 3196.522 18866.05 3396.271 79.9354 80.3836
7265 2654.007 18949.99 3396.271 79.9354 82.0274
7266 2109.307 19018.32 3396.271 79.9354 83.6712
7267 1562.872 19071 3396.271 79.9354 85.3151
7268 1015.151 19107.99 3396.271 79.9354 86.9589
7269 466.5941 19129.24 3396.271 79.9354 88.6027
7270 -82.3472 19134.76 3396.271 79.9354 90.2466
7271 -631.221 19124.52 3396.271 79.9354 91.8904
7272 -1179.57 19098.54 3396.271 79.9354 93.5342
7273 -1726.96 19056.84 3396.271 79.9354 95.1781
7274 -2272.92 18999.46 3396.271 79.9354 96.8219
7275 -2817.01 18926.44 3396.271 79.9354 98.4658
7276 -3358.78 18837.84 3396.271 79.9354 100.1096
7277 -3897.79 18733.74 3396.271 79.9354 101.7534
7278 -4433.59 18614.21 3396.271 79.9354 103.3973
7279 -4965.74 18479.37 3396.271 79.9354 105.0411
7280 -5493.8 18329.32 3396.271 79.9354 106.6849
7281 -6017.35 18164.17 3396.271 79.9354 108.3288
7282 -6535.93 17984.08 3396.271 79.9354 109.9726
7283 -7049.14 17789.19 3396.271 79.9354 111.6164
7284 -7556.55 17579.65 3396.271 79.9354 113.2603
7285 -8057.74 17355.65 3396.271 79.9354 114.9041
7286 -8552.29 17117.36 3396.271 79.9354 116.5479
7287 -9039.81 16864.98 3396.271 79.9354 118.1918
7288 -9519.88 16598.72 3396.271 79.9354 119.8356
7289 -9992.12 16318.8 3396.271 79.9354 121.4794
7290 -10456.1 16025.44 3396.271 79.9353 123.1232
7291 -10911.5 15718.9 3396.271 79.9353 124.767
7292 -11358 15399.42 3396.271 79.9354 126.411
7293 -11795.1 15067.26 3396.271 79.9354 128.0549
7294 -12222.4 14722.7 3396.271 79.9353 129.6986
7295 -12639.7 14366.02 3396.271 79.9353 131.3424
7296 -13046.6 13997.52 3396.271 79.9353 132.9862
7297 -13442.8 13617.5 3396.271 79.9353 134.6301
7298 -13827.9 13226.27 3396.271 79.9353 136.2739
7299 -14201.6 12824.15 3396.271 79.9353 137.9177
7300 -14563.7 12411.48 3396.271 79.9354 139.5617
7301 -14913.7 11988.59 3396.271 79.9353 141.2054
7302 -15251.5 11555.84 3396.271 79.9354 142.8493
7303 -15576.7 11113.57 3396.271 79.9353 144.4931
7304 -15889.1 10662.16 3396.271 79.9353 146.137
7305 -16188.4 10201.97 3396.271 79.9353 147.7808
7306 -16474.4 9733.384 3396.271 79.9353 149.4246
7307 -16746.9 9256.786 3396.271 79.9354 151.0685
7308 -17005.5 8772.569 3396.271 79.9353 152.7123
7309 -17250.2 8281.13 3396.271 79.9354 154.3562
7310 -17480.6 7782.878 3396.271 79.9353 156
7311 -17696.7 7278.219 3396.271 79.9354 157.6438
7312 -17898.2 6767.569 3396.271 79.9354 159.2877
7313 -18085 6251.348 3396.271 79.9354 160.9315
7314 -18256.9 5729.983 3396.271 79.9354 162.5754
7315 -18413.7 5203.901 3396.271 79.9353 164.2192
7316 -18555.4 4673.535 3396.271 79.9353 165.863
7317 -18681.9 4139.323 3396.271 79.9354 167.5069
7318 -18792.9 3601.706 3396.271 79.9353 169.1507
7319 -18888.5 3061.123 3396.271 79.9354 170.7945
7320 -18968.5 2518.021 3396.271 79.9353 172.4383
7321 -19033 1972.845 3396.271 79.9354 174.0822
7322 -19081.7 1426.047 3396.271 79.9353 175.726
7323 -19114.8 878.0748 3396.271 79.9354 177.3699
7324 -19132.1 329.3792 3396.271 79.9354 179.0137
7325 -19203 -495.958 2945.801 81.2815 -178.5205
7326 -19180.9 -1046.62 2945.801 81.2815 -176.8767
7327 -19143 -1596.42 2945.801 81.2815 -175.2329
7328 -19019.9 -2691.63 2945.801 81.2815 -171.9452
7329 -18934.9 -3236.13 2945.801 81.2815 -170.3014
7330 -18834.3 -3777.98 2945.801 81.2815 -168.6575
7331 -18718.1 -4316.71 2945.801 81.2815 -167.0137
7332 -18586.6 -4851.89 2945.801 81.2815 -165.3699
7333 -18439.8 -5383.07 2945.801 81.2815 -163.7261
7334 -18100.7 -6431.72 2945.801 81.2815 -160.4384
7335 -17908.8 -6948.32 2945.801 81.2815 -158.7946
7336 -17702.1 -7459.2 2945.801 81.2815 -157.1507
7337 -17480.8 -7963.94 2945.801 81.2815 -155.5068
7338 -17245.1 -8462.12 2945.801 81.2815 -153.8629
7339 -16995.3 -8953.34 2945.801 81.2815 -152.2192
7340 -16453.9 -9913.27 2945.801 81.2815 -148.9316
7341 -16162.7 -10381.2 2945.801 81.2815 -147.2876
7342 -15858.3 -10840.6 2945.801 81.2815 -145.6438
7343 -15540.8 -11291 2945.801 81.2815 -144.0001
7344 -15210.5 -11732.2 2945.801 81.2815 -142.3562
7345 -14867.7 -12163.7 2945.801 81.2815 -140.7124
7346 -14512.6 -12585.2 2945.801 81.2815 -139.0685
7347 -13767 -13396.8 2945.801 81.2815 -135.7808
7348 -13377 -13786.2 2945.801 81.2815 -134.1369
7349 -12976 -14164.2 2945.801 81.2815 -132.4932
7350 -12564.4 -14530.6 2945.801 81.2815 -130.8495
7351 -12142.4 -14885.1 2945.801 81.2815 -129.2056
7352 -11710.4 -15227.3 2945.801 81.2815 -127.5617
7353 -10817.8 -15873.8 2945.801 81.2815 -124.274
7354 -10358 -16177.6 2945.801 81.2815 -122.6301
7355 -9889.65 -16468.1 2945.801 81.2815 -120.9862
7356 -9413.17 -16745 2945.801 81.2815 -119.3424
7357 -8928.95 -17008.1 2945.801 81.2815 -117.6987
7358 -8437.37 -17257.3 2945.801 81.2815 -116.0547
7359 -7433.79 -17712.7 2945.801 81.2815 -112.7672
7360 -6922.62 -17918.7 2945.801 81.2815 -111.1233
7361 -6405.75 -18109.9 2945.801 81.2815 -109.4795
7362 -5883.6 -18286.2 2945.801 81.2815 -107.8356
7363 -5356.62 -18447.5 2945.801 81.2815 -106.1918
7364 -4825.22 -18593.5 2945.801 81.2815 -104.548
7365 -4289.85 -18724.3 2945.801 81.2815 -102.9041
7366 -3208.97 -18939.5 2945.801 81.2815 -99.6164
7367 -2664.34 -19023.8 2945.801 81.2815 -97.9726
7368 -2117.52 -19092.4 2945.801 81.2815 -96.3288
7369 -1568.96 -19145.3 2945.801 81.2815 -94.6849
7370 -1019.1 -19182.4 2945.801 81.2815 -93.0411
7371 -468.41 -19203.7 2945.801 81.2815 -91.3973
7372 633.6793 -19199 2945.801 81.2815 -88.1096
7373 1184.168 -19172.9 2945.801 81.2815 -86.4658
7374 1733.682 -19131 2945.801 81.2815 -84.8219
7375 2281.77 -19073.4 2945.801 81.2815 -83.1781
7376 2827.981 -19000.1 2945.801 81.2815 -81.5342
7377 3371.862 -18911.2 2945.801 81.2815 -79.8904
7378 4450.854 -18686.7 2945.801 81.2815 -76.6027
7379 4985.076 -18551.3 2945.801 81.2815 -74.9589
7380 5515.195 -18400.7 2945.801 81.2815 -73.3151
7381 6040.777 -18234.9 2945.801 81.2815 -71.6712
7382 6561.385 -18054.1 2945.801 81.2815 -70.0274
7383 7076.592 -17858.5 2945.801 81.2815 -68.3836
7384 8089.113 -17423.2 2945.801 81.2815 -65.0959
7385 8585.594 -17184 2945.801 81.2815 -63.452
7386 9075.007 -16930.6 2945.801 81.2815 -61.8082
7387 9556.952 -16663.4 2945.801 81.2815 -60.1645
7388 10031.03 -16382.3 2945.801 81.2815 -58.5205
7389 10496.85 -16087.8 2945.801 81.2815 -56.8766
7390 10954.04 -15780.1 2945.801 81.2815 -55.2329
7391 11840.99 -15125.9 2945.801 81.2815 -51.9451
7392 12270.02 -14780 2945.801 81.2815 -50.3013
7393 12688.96 -14422 2945.801 81.2815 -48.6576
7394 13097.45 -14052 2945.801 81.2815 -47.0136
7395 13495.16 -13670.5 2945.801 81.2815 -45.3698
7396 13881.77 -13277.8 2945.801 81.2815 -43.7261
7397 14620.39 -12459.8 2945.801 81.2815 -40.4383
7398 14971.8 -12035.3 2945.801 81.2815 -38.7946
7399 15310.89 -11600.8 2945.801 81.2815 -37.1506
7400 15637.37 -11156.8 2945.801 81.2815 -35.5067
7401 15950.99 -10703.7 2945.801 81.2815 -33.8631
7402 16251.47 -10241.7 2945.801 81.2815 -32.2192
7403 16812.08 -9292.83 2945.801 81.2815 -28.9315
7404 17071.74 -8806.73 2945.801 81.2815 -27.2877
7405 17317.34 -8313.37 2945.801 81.2815 -25.6438
7406 17548.7 -7813.18 2945.801 81.2815 -24
7407 17765.61 -7306.56 2945.801 81.2815 -22.3562
7408 17967.9 -6793.92 2945.801 81.2815 -20.7123
7409 18155.39 -6275.69 2945.801 81.2815 -19.0685
7410 18485.42 -5224.16 2945.801 81.2815 -15.7808
7411 18627.67 -4691.73 2945.801 81.2815 -14.137
7412 18754.6 -4155.44 2945.801 81.2815 -12.4931
7413 18866.08 -3615.73 2945.801 81.2815 -10.8493
7414 18962.04 -3073.04 2945.801 81.2815 -9.2055
7415 19042.39 -2527.82 2945.801 81.2815 -7.5616
7416 19156.02 -1431.6 2945.801 81.2815 -4.274
7417 19189.2 -881.493 2945.801 81.2815 -2.6301
7418 19206.59 -330.661 2945.801 81.2815 -0.9863
7419 19208.18 220.4462 2945.801 81.2815 0.6575
7420 19193.95 771.3675 2945.801 81.2815 2.3014
7421 19163.92 1321.655 2945.801 81.2815 3.9452
7422 19056.58 2418.514 2945.801 81.2815 7.2329
7423 18979.36 2964.187 2945.801 81.2815 8.8767
7424 18886.52 3507.416 2945.801 81.2815 10.5205
7425 18778.13 4047.759 2945.801 81.2815 12.1644
7426 18654.29 4584.77 2945.801 81.2815 13.8082
7427 18515.09 5118.006 2945.801 81.2815 15.452
7428 18360.65 5647.034 2945.801 81.2815 17.0959
7429 18006.58 6690.709 2945.801 81.2815 20.3836
7430 17807.24 7204.5 2945.801 81.2815 22.0274
7431 17593.24 7712.36 2945.801 81.2815 23.6712
7432 17364.76 8213.872 2945.801 81.2815 25.3151
7433 17121.99 8708.625 2945.801 81.2815 26.9589
7434 16865.12 9196.209 2945.801 81.2815 28.6027
7435 16309.97 10148.27 2945.801 81.2815 31.8904
7436 16012.14 10611.97 2945.801 81.2815 33.5342
7437 15701.13 11066.94 2945.801 81.2815 35.1781
7438 15377.2 11512.79 2945.801 81.2815 36.8219
7439 15040.61 11949.17 2945.801 81.2815 38.4658
7440 14691.64 12375.72 2945.801 81.2815 40.1096
7441 13957.72 13197.9 2945.801 81.2815 43.3973
7442 13573.38 13592.87 2945.801 81.2815 45.0411
7443 13177.86 13976.64 2945.801 81.2815 46.6849
7444 12771.5 14348.92 2945.801 81.2815 48.3288
7445 12354.62 14709.38 2945.801 81.2815 49.9726
7446 11927.58 15057.74 2945.801 81.2815 51.6165
7447 11044.4 15716.99 2945.801 81.2815 54.9041
7448 10588.99 16027.35 2945.801 81.2815 56.548
7449 10124.87 16324.51 2945.801 81.2815 58.1918
7450 9652.408 16608.24 2945.801 81.2815 59.8356
7451 9172.005 16878.3 2945.801 81.2815 61.4795
7452 8684.053 17134.46 2945.801 81.2815 63.1233
7453 8188.952 17376.53 2945.801 81.2815 64.7671
7454 7178.946 17817.56 2945.801 81.2815 68.0548
7455 6664.87 18016.16 2945.801 81.2815 69.6986
7456 6145.308 18199.94 2945.801 81.2815 71.3425
7457 5620.688 18368.74 2945.801 81.2815 72.9863
7458 5091.441 18522.41 2945.801 81.2815 74.6301
7459 4558.004 18660.85 2945.801 81.2815 76.274
7460 3480.32 18891.53 2945.801 81.2815 79.5616
7461 2936.957 18983.6 2945.801 81.2815 81.2055
7462 2391.177 19060.03 2945.801 81.2815 82.8493
7463 1843.428 19120.78 2945.801 81.2815 84.4932
7464 1294.164 19165.8 2945.801 81.2815 86.137
7465 743.834 19195.03 2945.801 81.2815 87.7808
7466 -358.211 19206.1 2945.801 81.2815 91.0685
7467 -909.016 19187.92 2945.801 81.2815 92.7123
7468 -1459.07 19153.95 2945.801 81.2815 94.3561
7469 -2007.93 19104.21 2945.801 81.2815 96
7470 -2555.14 19038.75 2945.801 81.2815 97.6438
7471 -3100.24 18957.61 2945.801 81.2815 99.2877
7472 -3642.79 18860.88 2945.801 81.2815 100.9315
7473 -4718.45 18620.92 2945.801 81.2815 104.2192
7474 -5250.68 18477.91 2945.801 81.2815 105.863
