PMTID_sim Type X Y Z Theta Phi PMTID RelativeDEV Gain TimeOffset DarkRateV MeanGain
13438 NNVT 16519.9084 -2482.8119 -9930.1876 120.7285 -8.5471 360034816 0.220369 0.984893 12.0151 18189.3 1.11195
13439 HighQENNVT 16592.6311 -1938.1235 -9930.1876 120.7285 -6.6623 360038912 0.233503 0.968456 11.9181 16228.2 1.10398
13440 HighQENNVT 16647.3994 -1391.338 -9930.1876 120.7285 -4.7775 360043008 0.255996 0.956997 15.4501 17785.5 1.10114
13441 Hamamatsu 16684.1542 -843.0478 -9930.1876 120.7285 -2.8927 360046848 0.223293 0.967417 -29.5789 11947.0 1.01205
13442 Hamamatsu 16702.8556 -293.8447 -9930.1876 120.7285 -1.0079 360050944 0.265052 0.974773 -35.2829 8773.82 1.01502
13443 Hamamatsu 16703.4834 255.6772 -9930.1876 120.7285 0.8769 360055040 0.246565 0.968614 -30.7099 9883.42 1.00971
13444 HighQENNVT 16686.037 804.9208 -9930.1877 120.7285 2.7618 360059392 0.255492 0.960908 9.35907 34527.3 1.10257
13445 Hamamatsu 16650.5353 1353.2937 -9930.1877 120.7285 4.6466 360063232 0.22873 0.975514 -30.4989 6217.83 1.02019
13446 HighQENNVT 16597.0165 1900.2029 -9930.1877 120.7285 6.5314 360067584 0.244535 0.971238 11.3011 20518.0 1.09581
13447 Hamamatsu 16525.5384 2445.0584 -9930.1877 120.7285 8.4162 360071424 0.223225 0.973904 -34.7399 11925.0 1.00995
13448 HighQENNVT 16436.179 2987.2645 -9930.1877 120.7285 10.301 360075776 0.281646 0.966013 13.0361 19935.2 1.10882
13449 Hamamatsu 16329.0344 3526.2391 -9930.1877 120.7285 12.1858 360079616 0.212744 0.988032 -31.2859 17341.3 1.01456
13450 HighQENNVT 16204.2207 4061.3985 -9930.1878 120.7285 14.0707 360083968 0.236071 0.978236 16.9591 19349.5 1.10685
13451 Hamamatsu 16061.8724 4592.1653 -9930.1878 120.7285 15.9555 360087808 0.224909 0.951993 -31.7119 11207.9 1.01372
13452 HighQENNVT 15902.1448 5117.9601 -9930.1878 120.7285 17.8403 360092160 0.254696 0.962886 4.84009 18966.7 1.11269
13453 Hamamatsu 15725.21 5638.2175 -9930.1878 120.7285 19.7251 360096000 0.244124 0.962623 -35.0339 11959.0 1.01394
13454 HighQENNVT 15531.2593 6152.3742 -9930.1879 120.7285 21.6099 360100352 0.233469 0.970995 9.77307 15644.6 1.09517
13455 Hamamatsu 15320.5031 6659.873 -9930.1879 120.7285 23.4947 360104192 0.283341 0.970252 -31.2109 12607.2 1.01742
13456 Hamamatsu 15093.1679 7160.1681 -9930.1879 120.7285 25.3796 360108288 0.245084 0.96115 -26.7389 8289.71 1.01795
13457 Hamamatsu 14849.5018 7652.7133 -9930.188 120.7285 27.2644 360112384 0.217263 0.959762 -29.0489 6072.23 1.01112
13458 HighQENNVT 14589.7675 8136.9778 -9930.188 120.7285 29.1492 360116736 0.26709 0.977749 4.51208 21240.3 1.10283
13459 HighQENNVT 14314.246 8612.4377 -9930.188 120.7285 31.034 360120832 0.261586 0.973885 6.38907 14510.4 1.10407
13460 Hamamatsu 14023.236 9078.5777 -9930.188 120.7285 32.9188 360124672 0.222033 0.97086 -33.7219 7267.79 1.01346
13461 HighQENNVT 13717.0514 9534.8949 -9930.1881 120.7285 34.8036 360129024 0.23363 0.973162 17.9231 17577.2 1.10963
13462 Hamamatsu 13396.0247 9980.8938 -9930.1881 120.7285 36.6885 360132864 0.243232 0.96682 -33.3219 11410.4 1.01428
13463 HighQENNVT 13060.5022 10416.0934 -9930.1881 120.7285 38.5733 360137216 0.267677 0.970268 13.4981 16879.6 1.09258
13464 Hamamatsu 12710.8473 10840.0221 -9930.1881 120.7285 40.4581 360141056 0.216445 0.94932 -27.7199 8597.15 1.01479
13465 HighQENNVT 12347.4384 11252.2212 -9930.1882 120.7285 42.3429 360145408 0.246439 0.955076 7.14108 13203.0 1.10018
13466 Hamamatsu 11970.6676 11652.246 -9930.1882 120.7285 44.2277 360149248 0.25253 0.974698 -29.3959 12929.9 1.01203
13467 HighQENNVT 11580.9445 12039.6612 -9930.1882 120.7285 46.1126 360153600 0.231521 0.970099 20.0181 19436.7 1.11257
13468 Hamamatsu 11178.69 12414.0488 -9930.1882 120.7285 47.9974 360157440 0.217354 0.973874 -29.8599 8631.24 1.01254
13469 HighQENNVT 10764.3394 12775.0035 -9930.1882 120.7285 49.8822 360161792 0.268315 0.985122 15.7731 18632.8 1.11301
13470 Hamamatsu 10338.3412 13122.1347 -9930.1882 120.7285 51.767 360165632 0.232358 0.973667 -29.6049 10755.3 1.01365
13471 HighQENNVT 9901.1582 13455.0654 -9930.1883 120.7285 53.6518 360169984 0.235907 0.977453 13.8361 13365.3 1.09678
13472 Hamamatsu 9453.2598 13773.4381 -9930.1883 120.7285 55.5366 360173824 0.24844 0.974458 -24.6209 8882.79 1.01263
13473 Hamamatsu 8995.1324 14076.907 -9930.1883 120.7285 57.4215 360177920 0.264575 0.960663 -27.3389 16152.6 1.01573
13474 HighQENNVT 8527.2716 14365.1438 -9930.1882 120.7285 59.3063 360182272 0.230577 0.957981 15.3941 20927.1 1.09052
13475 Hamamatsu 8050.1826 14637.8372 -9930.1882 120.7285 61.1911 360186112 0.221974 0.974119 -30.6889 11831.3 1.01273
13476 Hamamatsu 7564.3852 14894.6902 -9930.1882 120.7285 63.0759 360190208 0.22098 0.953664 -27.1529 5512.5 1.01296
13477 HighQENNVT 7070.4014 15135.4268 -9930.1882 120.7285 64.9607 360194560 0.249562 0.978247 9.09409 34045.5 1.0943
13478 HighQENNVT 6568.7669 15359.7858 -9930.1882 120.7285 66.8455 360198656 0.238828 0.983913 13.2651 21511.9 1.11322
13479 Hamamatsu 6060.0246 15567.5246 -9930.1881 120.7285 68.7304 360202496 0.215174 0.970141 -33.2969 8681.52 1.01455
13480 HighQENNVT 5544.7249 15758.4182 -9930.1881 120.7285 70.6152 360206848 0.275468 0.984863 15.0931 18025.5 1.10276
13481 Hamamatsu 5023.4254 15932.2603 -9930.1881 120.7285 72.5 360210688 0.232396 0.962613 -28.9439 10032.3 1.01367
13482 HighQENNVT 4496.6905 16088.8625 -9930.188 120.7285 74.3848 360215040 0.240694 0.963536 12.6691 19482.0 1.10981
13483 Hamamatsu 3965.0897 16228.0555 -9930.188 120.7285 76.2696 360218880 0.189474 0.97371 -31.8579 5200.8 1.01222
13484 HighQENNVT 3429.1984 16349.6888 -9930.1879 120.7285 78.1544 360223232 0.247753 0.979261 8.96408 36833.4 1.1034
13485 Hamamatsu 2889.5964 16453.6305 -9930.1879 120.7285 80.0393 360227072 0.247169 0.976738 -32.4859 9139.73 1.01428
13486 Hamamatsu 2346.8678 16539.7684 -9930.1878 120.7285 81.9241 360231168 0.203924 0.953211 -27.3819 15366.9 1.0145
13487 HighQENNVT 1801.5989 16608.0092 -9930.1877 120.7285 83.8089 360235520 0.236979 0.991106 9.32309 17726.7 1.10346
13488 Hamamatsu 1254.3823 16658.2789 -9930.1876 120.7285 85.6937 360239360 0.265646 0.961807 -32.7639 17068.4 1.01351
13489 NNVT 705.8084 16690.5232 -9930.1876 120.7285 87.5785 360243712 0.219343 0.956269 13.9181 25466.9 1.11153
13490 HighQENNVT 156.4699 16704.7073 -9930.1876 120.7285 89.4633 360247808 0.242375 0.977077 11.4711 18526.0 1.10455
13491 Hamamatsu -393.039 16700.8158 -9930.1876 120.7285 91.3482 360251648 0.240946 0.972499 -27.9579 20097.9 1.01737
13492 Hamamatsu -942.1209 16678.853 -9930.1876 120.7285 93.233 360255744 0.255106 0.975845 -32.5249 11470.7 1.01809
13493 HighQENNVT -1490.1835 16638.8426 -9930.1876 120.7285 95.1178 360260096 0.238106 0.987399 8.72507 16418.2 1.10104
13494 Hamamatsu -2036.6342 16580.8278 -9930.1876 120.7285 97.0026 360263936 0.219522 0.987396 -31.4119 7120.0 1.01659
13495 Hamamatsu -2580.8816 16504.8714 -9930.1876 120.7285 98.8874 360268032 0.232485 0.972028 -30.1929 8773.94 1.01556
13496 HighQENNVT -3122.3348 16411.0559 -9930.1876 120.7285 100.7722 360272384 0.259991 0.96215 14.9061 40683.8 1.10092
13497 NNVT -3660.4102 16299.4824 -9930.1876 120.7285 102.657 360276480 0.257996 0.970278 11.8101 13733.7 1.09821
13498 Hamamatsu -4194.5251 16170.2718 -9930.1876 120.7285 104.5419 360280320 0.210951 0.978831 -28.0049 6994.12 1.00957
13499 HighQENNVT -4724.1029 16023.5633 -9930.1876 120.7285 106.4267 360284672 0.27195 0.9875 10.9001 17423.3 1.09325
13500 Hamamatsu -5248.5665 15859.517 -9930.1876 120.7285 108.3115 360288512 0.220696 0.959432 -29.4859 19632.6 1.0129
13501 Hamamatsu -5767.3513 15678.3095 -9930.1876 120.7285 110.1963 360292608 0.205322 0.97803 -30.8219 11693.2 1.0169
13502 NNVT -6279.8956 15480.137 -9930.1876 120.7285 112.0811 360296960 0.241368 0.976482 8.62408 14960.5 1.11561
13503 NNVT -6785.6444 15265.214 -9930.1876 120.7285 113.966 360301056 0.24909 0.963683 19.8161 13785.8 1.10403
13504 Hamamatsu -7284.0525 15033.7723 -9930.1876 120.7285 115.8508 360304896 0.215398 0.974842 -25.2579 6572.13 1.01499
13505 Hamamatsu -7774.5771 14786.0637 -9930.1876 120.7285 117.7356 360308992 0.203741 0.986806 -38.4139 5156.44 1.02045
13506 HighQENNVT -8256.6893 14522.3556 -9930.1876 120.7285 119.6204 360313344 0.272046 0.96945 18.2621 19971.2 1.11247
13507 Hamamatsu -8729.8664 14242.9338 -9930.1876 120.7285 121.5052 360317184 0.224932 0.9835 -33.2709 5114.71 1.01813
13508 Hamamatsu -9193.5976 13948.0999 -9930.1876 120.7285 123.39 360321280 0.211759 0.978275 -31.6879 6989.09 1.0083
13509 HighQENNVT -9647.3816 13638.1728 -9930.1876 120.7285 125.2749 360325632 0.239481 0.961483 11.4021 19058.1 1.09738
13510 HighQENNVT -10090.7255 13313.489 -9930.1876 120.7285 127.1597 360329728 0.250454 0.973847 14.8381 17976.4 1.0973
13511 Hamamatsu -10523.151 12974.3987 -9930.1876 120.7285 129.0445 360333568 0.212225 0.952956 -33.3839 10821.0 1.01247
13512 HighQENNVT -10944.1898 12621.2693 -9930.1876 120.7285 130.9293 360337920 0.237527 0.964069 10.9921 15861.1 1.10374
13513 Hamamatsu -11353.3863 12254.4828 -9930.1876 120.7285 132.8141 360341760 0.248786 0.963619 -27.7689 11566.1 1.01716
13514 NNVT -11750.299 11874.4348 -9930.1876 120.7285 134.6989 360346112 0.243296 0.968945 10.3801 38504.0 1.10212
13515 Hamamatsu -12134.4961 11481.5389 -9930.1876 120.7285 136.5838 360349952 0.238405 0.965839 -26.4599 10208.9 1.01363
13516 HighQENNVT -12505.5629 11076.219 -9930.1876 120.7285 138.4686 360354304 0.231066 0.964749 14.4281 16075.9 1.11859
13517 Hamamatsu -12863.0977 10658.914 -9930.1876 120.7285 140.3534 360358144 0.235011 0.977534 -29.0079 10859.1 1.01354
13518 Hamamatsu -13206.7136 10230.0755 -9930.1876 120.7285 142.2382 360362240 0.235063 0.949423 -31.1699 20728.7 1.01621
13519 HighQENNVT -13536.0379 9790.169 -9930.1876 120.7285 144.123 360366592 0.227099 0.966448 11.1701 17233.3 1.11687
13520 Hamamatsu -13850.7162 9339.6675 -9930.1876 120.7285 146.0078 360370432 0.21741 0.964585 -34.5809 6391.29 1.01861
13521 NNVT -14150.4073 8879.0599 -9930.1876 120.7285 147.8927 360374784 0.23297 0.968331 8.38107 35966.6 1.10588
13522 HighQENNVT -14434.7871 8408.8436 -9930.1876 120.7285 149.7775 360378880 0.256977 0.978783 16.1951 16241.9 1.09896
13523 Hamamatsu -14703.5475 7929.5284 -9930.1876 120.7285 151.6623 360382720 0.2314 0.951543 -30.0189 8966.85 1.02032
13524 Hamamatsu -14956.3962 7441.6357 -9930.1876 120.7285 153.5471 360386816 0.226697 0.966908 -30.2589 12348.9 1.01314
13525 HighQENNVT -15193.0621 6945.6888 -9930.1876 120.7285 155.4319 360391168 0.233455 0.973411 7.94809 19364.2 1.083
13526 Hamamatsu -15413.2881 6442.2262 -9930.1876 120.7285 157.3167 360395008 0.230894 0.97288 -27.4069 8981.32 1.02009
13527 Hamamatsu -15616.8359 5931.7927 -9930.1876 120.7285 159.2016 360399104 0.236541 0.968425 -25.3979 8804.83 1.0154
13528 HighQENNVT -15803.4853 5414.9406 -9930.1876 120.7285 161.0864 360403456 0.280821 0.969166 7.21408 16965.2 1.10577
13529 HighQENNVT -15973.0342 4892.2295 -9930.1876 120.7285 162.9712 360407552 0.234594 0.955697 9.55109 15232.6 1.10652
13530 Hamamatsu -16125.2992 4364.2243 -9930.1876 120.7285 164.856 360411392 0.240092 0.961183 -26.8519 8326.34 1.01053
13531 Hamamatsu -16260.1157 3831.4968 -9930.1876 120.7285 166.7408 360415488 0.212698 0.964911 -30.0049 8136.92 1.01261
13532 HighQENNVT -16377.3376 3294.6233 -9930.1876 120.7285 168.6256 360419840 0.268614 0.977356 15.9931 19477.1 1.1018
13533 Hamamatsu -16476.8382 2754.1848 -9930.1876 120.7285 170.5105 360423680 0.2241 0.979349 -29.9789 11218.7 1.01393
13534 HighQENNVT -16558.5097 2210.7661 -9930.1876 120.7285 172.3953 360428032 0.231013 0.973674 9.84207 12132.2 1.11848
13535 HighQENNVT -16622.2638 1664.9554 -9930.1876 120.7285 174.2801 360432128 0.277515 0.987791 13.8101 21879.2 1.10767
13536 Hamamatsu -16668.0315 1117.3435 -9930.1876 120.7285 176.1649 360435968 0.226427 0.969249 -27.7619 8026.44 1.01446
13537 Hamamatsu -16695.7633 568.5226 -9930.1876 120.7285 178.0497 360440064 0.226824 0.981332 -29.6149 9494.02 1.01615
13538 HighQENNVT -16705.4292 19.086 -9930.1876 120.7285 179.9345 360444416 0.231535 0.994333 9.71909 9518.18 1.11028
13539 HighQENNVT -16464.9231 -252.0261 -10321.0052 122.0784 -179.1231 360714752 0.261506 0.965638 12.3541 30977.6 1.10534
13540 HighQENNVT -16447.7258 -793.4255 -10321.0052 122.0784 -177.2382 360718848 0.220081 0.972116 10.8321 12097.2 1.09513
13541 NNVT -16412.7311 -1333.9665 -10321.0052 122.0784 -175.3534 360722944 0.2446 0.968728 10.1741 23205.0 1.09618
13542 HighQENNVT -16359.9767 -1873.0647 -10321.0052 122.0784 -173.4686 360727040 0.261638 0.969492 14.2891 45541.1 1.10218
13543 HighQENNVT -16289.5194 -2410.1384 -10321.0052 122.0784 -171.5838 360731136 0.261676 0.956797 10.6141 11324.5 1.13308
13544 HighQENNVT -16201.4362 -2944.6007 -10321.0052 122.0784 -169.699 360735232 0.203017 0.96481 13.9421 12046.9 1.10284
13545 HighQENNVT -16095.8219 -3475.8777 -10321.0052 122.0784 -167.8142 360739328 0.222327 0.96284 15.4711 28100.0 1.09388
13546 HighQENNVT -15972.7908 -4003.3939 -10321.0052 122.0784 -165.9293 360743424 0.255021 0.958763 13.7631 27268.7 1.09736
13547 HighQENNVT -15832.4755 -4526.5802 -10321.0052 122.0784 -164.0445 360747520 0.216169 0.967034 9.13608 9768.1 1.12279
13548 HighQENNVT -15675.0292 -5044.8656 -10321.0052 122.0784 -162.1597 360751616 0.236665 0.974452 18.6671 30081.3 1.10669
13549 HighQENNVT -15500.6213 -5557.6926 -10321.0052 122.0784 -160.2749 360755712 0.271722 0.980472 10.4531 26064.7 1.10262
13550 HighQENNVT -15309.4407 -6064.5061 -10321.0052 122.0784 -158.3901 360759808 0.251814 0.959151 8.85309 33388.9 1.09971
13551 HighQENNVT -15101.6945 -6564.7568 -10321.0052 122.0784 -156.5053 360763904 0.183846 0.989114 11.8291 14538.4 1.11464
13552 HighQENNVT -14877.6061 -7057.9066 -10321.0052 122.0784 -154.6204 360768000 0.232984 0.963121 11.1231 27434.5 1.10783
13553 HighQENNVT -14637.4201 -7543.4172 -10321.0052 122.0784 -152.7356 360772096 0.270685 0.968197 12.2131 27386.8 1.10234
13554 HighQENNVT -14381.3953 -8020.7654 -10321.0052 122.0784 -150.8508 360776192 0.25826 0.975593 13.6221 27747.9 1.09619
13555 HighQENNVT -14109.8089 -8489.4347 -10321.0052 122.0784 -148.966 360780288 0.222044 0.958249 12.5171 17511.6 1.10043
13556 HighQENNVT -13822.9551 -8948.9172 -10321.0052 122.0784 -147.0812 360784384 0.254241 0.977613 11.3131 24596.0 1.0934
13557 HighQENNVT -13521.1435 -9398.7173 -10321.0052 122.0784 -145.1963 360788480 0.245567 0.968181 8.75208 20128.5 1.10364
13558 HighQENNVT -13204.7018 -9838.3464 -10321.0052 122.0784 -143.3115 360792576 0.197685 0.956361 17.6491 19834.6 1.099
13559 HighQENNVT -12873.9712 -10267.3304 -10321.0052 122.0784 -141.4267 360796672 0.232122 0.968695 9.40909 24336.2 1.11127
13560 HighQENNVT -12529.3102 -10685.2045 -10321.0052 122.0784 -139.5419 360800768 0.271902 0.991834 8.47906 27296.7 1.09987
13561 HighQENNVT -12171.0915 -11091.5166 -10321.0052 122.0784 -137.6571 360804864 0.261275 0.973875 9.93808 23951.0 1.10128
13562 HighQENNVT -11799.7017 -11485.8281 -10321.0052 122.0784 -135.7723 360808960 0.211081 0.985782 11.3711 12976.4 1.10656
13563 HighQENNVT -11415.5448 -11867.7103 -10321.0052 122.0784 -133.8874 360813056 0.245626 0.962808 13.5251 30723.0 1.10006
13564 HighQENNVT -11019.0353 -12236.7508 -10321.0052 122.0784 -132.0026 360817152 0.237177 0.952334 7.31207 14485.4 1.10897
13565 HighQENNVT -10610.6025 -12592.5503 -10321.0052 122.0784 -130.1178 360821248 0.252356 0.960034 6.30707 37823.1 1.09745
13566 NNVT -10190.6885 -12934.7237 -10321.0052 122.0784 -128.233 360825344 0.245582 0.9582 10.2661 19335.4 1.09855
13567 HighQENNVT -9759.7494 -13262.8994 -10321.0052 122.0784 -126.3482 360829440 0.244134 0.972376 18.8931 26510.9 1.09571
13568 HighQENNVT -9318.248 -13576.7251 -10321.0052 122.0784 -124.4634 360833536 0.245538 0.959034 6.73108 11774.3 1.12792
13569 NNVT -8866.6636 -13875.8598 -10321.0052 122.0784 -122.5785 360837632 0.222012 0.964143 11.0321 14834.8 1.10787
13570 HighQENNVT -8405.4849 -14159.98 -10321.0052 122.0784 -120.6937 360841728 0.224816 0.984495 13.7211 23928.2 1.10768
13571 HighQENNVT -7935.2097 -14428.7787 -10321.0052 122.0784 -118.8089 360845824 0.239146 0.961123 13.0101 24115.1 1.10751
13572 HighQENNVT -7456.3505 -14681.9633 -10321.0052 122.0784 -116.9241 360849920 0.299171 0.972721 8.27206 16508.9 1.11629
13573 HighQENNVT -6969.4218 -14919.2617 -10321.0052 122.0784 -115.0393 360854016 0.224926 0.987681 8.42908 19791.3 1.09998
13574 HighQENNVT -6474.9517 -15140.4164 -10321.0052 122.0784 -113.1545 360858112 0.256791 0.968935 13.9351 30950.0 1.10577
13575 HighQENNVT -5973.4754 -15345.1882 -10321.0052 122.0784 -111.2696 360862208 0.262146 0.969457 8.99707 22943.2 1.09767
13576 HighQENNVT -5465.5353 -15533.3555 -10321.0052 122.0784 -109.3848 360866304 0.241895 0.997627 10.2691 17207.8 1.09953
13577 NNVT -4951.681 -15704.7147 -10321.0052 122.0784 -107.5 360870400 0.201444 0.986111 7.14609 9904.23 1.11504
13578 HighQENNVT -4432.469 -15859.0803 -10321.0052 122.0784 -105.6152 360874496 0.243018 0.985818 11.9331 31435.4 1.09868
13579 HighQENNVT -3908.4605 -15996.2854 -10321.0052 122.0784 -103.7304 360878592 0.24779 0.989869 14.6971 33505.9 1.10998
13580 NNVT -3380.2229 -16116.1814 -10321.0052 122.0784 -101.8456 360882688 0.257081 0.964966 19.5401 19637.3 1.09943
13581 HighQENNVT -2848.3276 -16218.6386 -10321.0052 122.0784 -99.9607 360886784 0.240512 0.977129 8.87607 25437.8 1.09791
13582 HighQENNVT -2313.3502 -16303.5462 -10321.0052 122.0784 -98.0759 360890880 0.240181 0.956173 14.6651 25464.3 1.1059
13583 HighQENNVT -1775.8689 -16370.8124 -10321.0052 122.0784 -96.1911 360894976 0.220363 0.984384 12.4761 23449.5 1.0972
13584 NNVT -1236.4671 -16420.3641 -10321.0052 122.0784 -94.3063 360899072 0.240666 0.969205 7.23309 17407.7 1.09822
13585 NNVT -695.7286 -16452.1479 -10321.0052 122.0784 -92.4215 360902912 0.225433 0.968932 11.3671 40393.6 1.10348
13586 HighQENNVT -154.2358 -16466.1295 -10321.0052 122.0784 -90.5367 360907264 0.274674 0.959656 12.6381 32407.4 1.10325
13587 HighQENNVT 387.425 -16462.2936 -10321.0052 122.0784 -88.6518 360911360 0.252853 0.959915 8.39908 20546.6 1.11624
13588 HighQENNVT 928.6648 -16440.6445 -10321.0052 122.0784 -86.767 360915456 0.208897 0.967941 8.97507 12722.7 1.10556
13589 HighQENNVT 1468.9 -16401.2055 -10321.0052 122.0784 -84.8822 360919552 0.214384 0.965868 17.9101 25161.3 1.09969
13590 HighQENNVT 2007.5462 -16344.0193 -10321.0052 122.0784 -82.9974 360923648 0.238635 0.98153 9.31107 21124.7 1.09525
13591 HighQENNVT 2544.0207 -16269.1477 -10321.0052 122.0784 -81.1126 360927744 0.203322 0.984798 13.3331 16616.5 1.09437
13592 HighQENNVT 3077.7408 -16176.6721 -10321.0052 122.0784 -79.2278 360931840 0.248519 0.962009 11.5801 26091.4 1.10104
13593 HighQENNVT 3608.1314 -16066.6921 -10321.0052 122.0784 -77.343 360935936 0.277179 0.959575 7.22708 37437.8 1.10541
13594 HighQENNVT 4134.618 -15939.3269 -10321.0052 122.0784 -75.4581 360940032 0.276776 0.961829 7.63406 24957.1 1.09993
13595 HighQENNVT 4656.6324 -15794.7138 -10321.0052 122.0784 -73.5733 360944128 0.225406 0.968103 6.01007 18914.8 1.1089
13596 HighQENNVT 5173.6055 -15633.0104 -10321.0052 122.0784 -71.6885 360948224 0.227911 0.96962 9.77707 33412.6 1.10148
13597 HighQENNVT 5684.981 -15454.3909 -10321.0052 122.0784 -69.8037 360952320 0.279492 0.967106 13.6981 45524.3 1.10576
13598 HighQENNVT 6190.2051 -15259.0488 -10321.0052 122.0784 -67.9189 360956416 0.262443 0.97212 9.99609 26461.9 1.10876
13599 HighQENNVT 6688.7308 -15047.1954 -10321.0052 122.0784 -66.0341 360960512 0.226406 0.971352 13.1661 18615.2 1.09879
13600 HighQENNVT 7180.0206 -14819.0591 -10321.0052 122.0784 -64.1492 360964608 0.239867 0.965209 11.8161 31854.0 1.10027
13601 HighQENNVT 7663.5395 -14574.8883 -10321.0052 122.0784 -62.2644 360968704 0.270608 0.961818 8.45807 16403.3 1.09901
13602 NNVT 8138.7661 -14314.9466 -10321.0052 122.0784 -60.3796 360972800 0.205505 0.987823 14.4181 13635.9 1.0879
13603 HighQENNVT 8605.1853 -14039.5155 -10321.0052 122.0784 -58.4948 360976896 0.226432 0.970231 6.27008 21402.8 1.10604
13604 HighQENNVT 9062.2935 -13748.8925 -10321.0052 122.0784 -56.61 360980992 0.262793 0.957727 17.2201 21737.7 1.12056
13605 HighQENNVT 9509.5965 -13443.3918 -10321.0052 122.0784 -54.7251 360985088 0.276964 0.964703 12.3351 22612.2 1.10914
13606 HighQENNVT 9946.6085 -13123.3451 -10321.0052 122.0784 -52.8403 360989184 0.220723 0.977251 8.75409 12200.4 1.11224
13607 HighQENNVT 10372.8582 -12789.0978 -10321.0052 122.0784 -50.9555 360993280 0.222368 0.969024 18.9431 27184.4 1.0959
13608 HighQENNVT 10787.8837 -12441.0118 -10321.0052 122.0784 -49.0707 360997376 0.237304 0.972318 13.3591 25772.7 1.10789
13609 HighQENNVT 11191.236 -12079.4638 -10321.0052 122.0784 -47.1859 361001472 0.235427 0.982145 8.44409 33593.1 1.10574
13610 NNVT 11582.48 -11704.8437 -10321.0052 122.0784 -45.3011 361005568 0.244224 0.976066 9.05807 16089.3 1.1001
13611 HighQENNVT 11961.1899 -11317.5591 -10321.0052 122.0784 -43.4162 361009664 0.25622 0.971752 7.62308 26887.2 1.09884
13612 HighQENNVT 12326.9571 -10918.0281 -10321.0052 122.0784 -41.5314 361013760 0.256975 0.970481 10.8521 25731.5 1.10073
13613 HighQENNVT 12679.3856 -10506.683 -10321.0052 122.0784 -39.6466 361017856 0.214679 0.981125 10.1691 10617.2 1.1047
13614 HighQENNVT 13018.094 -10083.9693 -10321.0052 122.0784 -37.7618 361021952 0.241808 0.955995 19.2441 25330.0 1.11921
13615 HighQENNVT 13342.7148 -9650.3456 -10321.0052 122.0784 -35.877 361026048 0.239173 0.976283 8.48007 21592.7 1.10055
13616 HighQENNVT 13652.899 -9206.2782 -10321.0052 122.0784 -33.9922 361030144 0.258554 0.955632 16.0621 13313.8 1.11712
13617 HighQENNVT 13948.3098 -8752.249 -10321.0052 122.0784 -32.1073 361034240 0.212846 0.969599 9.62708 17867.0 1.10107
13618 HighQENNVT 14228.6281 -8288.7484 -10321.0052 122.0784 -30.2225 361038336 0.263546 0.997367 15.1461 31686.1 1.0957
13619 HighQENNVT 14493.5501 -7816.2788 -10321.0052 122.0784 -28.3377 361042432 0.263501 0.982591 12.9851 24371.5 1.09961
13620 HighQENNVT 14742.7876 -7335.3543 -10321.0052 122.0784 -26.4529 361046528 0.247969 0.982526 13.4991 22273.9 1.09269
13621 HighQENNVT 14976.0735 -6846.4905 -10321.0052 122.0784 -24.5681 361050624 0.196277 0.95813 12.6821 17601.2 1.10436
13622 HighQENNVT 15193.1542 -6350.2184 -10321.0052 122.0784 -22.6833 361054720 0.229379 0.951557 13.6121 19877.8 1.09916
13623 HighQENNVT 15393.795 -5847.075 -10321.0052 122.0784 -20.7984 361058816 0.283649 0.969457 11.9481 25084.9 1.10245
13624 HighQENNVT 15577.7786 -5337.6046 -10321.0052 122.0784 -18.9136 361062912 0.227213 0.981072 12.8041 14559.8 1.11569
13625 HighQENNVT 15744.906 -4822.3589 -10321.0052 122.0784 -17.0288 361067008 0.242723 0.957279 9.10809 23916.4 1.0977
13626 HighQENNVT 15894.9964 -4301.8947 -10321.0052 122.0784 -15.144 361071104 0.258076 0.973445 17.0651 46044.8 1.11021
13627 HighQENNVT 16027.8874 -3776.7756 -10321.0052 122.0784 -13.2592 361075200 0.25055 0.963761 5.81909 17204.2 1.10651
13628 NNVT 16143.4352 -3247.5698 -10321.0052 122.0784 -11.3744 361079296 0.220272 0.976489 12.6771 20003.9 1.09991
13629 HighQENNVT 16241.5147 -2714.8499 -10321.0052 122.0784 -9.4895 361083392 0.244769 0.964245 13.6431 25269.7 1.1073
13630 HighQENNVT 16322.0198 -2179.1924 -10321.0052 122.0784 -7.6047 361087488 0.260228 0.971563 18.0671 20118.2 1.10267
13631 HighQENNVT 16384.8633 -1641.177 -10321.0052 122.0784 -5.7199 361091584 0.244769 0.969927 12.4891 24961.8 1.10898
13632 HighQENNVT 16429.9774 -1101.3861 -10321.0052 122.0784 -3.8351 361095680 0.216715 0.978967 11.2701 12283.3 1.09414
13633 HighQENNVT 16457.3132 -560.4035 -10321.0052 122.0784 -1.9503 361099776 0.268661 0.964957 14.8291 31186.6 1.11395
13634 HighQENNVT 16466.8411 -18.814 -10321.0052 122.0784 -0.0655 361103872 0.215884 0.974754 10.1521 22069.7 1.09646
13635 HighQENNVT 16458.5507 522.7964 -10321.0052 122.0784 1.8194 361107968 0.209475 0.967095 11.3941 14724.7 1.10076
13636 NNVT 16432.4513 1063.8391 -10321.0052 122.0784 3.7042 361111808 0.22657 0.955319 7.21909 18575.9 1.0964
13637 HighQENNVT 16388.5708 1603.7319 -10321.0052 122.0784 5.589 361116160 0.2601 0.981039 15.1881 44951.7 1.11645
