PMTID_sim Type X Y Z Theta Phi PMTID RelativeDEV Gain TimeOffset DarkRateV MeanGain
3995 HighQENNVT 12399.7111 10835.3294 10321.0056 57.9216 41.1482 294085120 0.222667 0.958751 17.9981 24073.5 1.1017
3996 NNVT 12036.6249 11237.2977 10321.0057 57.9216 43.033 294089216 0.23937 0.977362 6.41208 26938.1 1.09365
3997 Hamamatsu 11660.5143 11627.1065 10321.0057 57.9216 44.9178 294093056 0.239886 0.972995 -25.8129 9183.04 1.01411
3998 HighQENNVT 11271.7862 12004.3339 10321.0057 57.9216 46.8026 294097152 0.225193 0.959356 11.1951 42906.4 1.10786
3999 Hamamatsu 10870.8598 12368.5732 10321.0057 57.9216 48.6874 294101248 0.220159 0.96471 -31.9929 7603.2 1.01628
4000 Hamamatsu 10458.1714 12719.4279 10321.0057 57.9216 50.5723 294105344 0.21625 0.966069 -24.0099 9883.36 1.01698
4001 HighQENNVT 10034.1666 13056.5193 10321.0058 57.9216 52.4571 294109440 0.251218 0.986191 16.7451 30829.5 1.12192
4002 HighQENNVT 9599.3042 13379.4826 10321.0058 57.9216 54.3419 294113792 0.189619 0.982796 9.27707 24722.2 1.11165
4003 Hamamatsu 9154.055 13687.9682 10321.0058 57.9216 56.2267 294117632 0.233557 0.968839 -25.7709 8685.59 1.0238
4004 HighQENNVT 8698.9023 13981.6413 10321.0058 57.9216 58.1115 294121728 0.258766 0.982994 6.63907 50417.8 1.10051
4005 Hamamatsu 8234.3352 14260.1865 10321.0058 57.9216 59.9963 294125824 0.241885 0.973608 -24.0059 12430.3 1.01756
4006 Hamamatsu 7760.8579 14523.3013 10321.0058 57.9216 61.8812 294129920 0.228224 0.968809 -32.4329 9580.34 1.01102
4007 HighQENNVT 7278.9821 14770.7012 10321.0058 57.9216 63.766 294134016 0.21143 0.998553 10.0891 18520.9 1.08835
4008 NNVT 6789.2302 15002.1182 10321.0058 57.9216 65.6508 294138368 0.226919 0.968575 8.86209 34546.6 1.10566
4009 Hamamatsu 6292.1338 15217.301 10321.0057 57.9216 67.5356 294142208 0.248286 0.967454 -26.2009 12869.8 1.01126
4010 Hamamatsu 5788.2275 15416.0183 10321.0057 57.9216 69.4204 294146304 0.252201 0.971356 -26.9409 11785.7 1.01507
4011 HighQENNVT 5278.058 15598.0544 10321.0057 57.9216 71.3052 294150656 0.225125 0.975691 9.06107 23591.7 1.10266
4012 Hamamatsu 4762.1773 15763.2124 10321.0057 57.9216 73.1901 294154496 0.241309 0.948821 -31.4679 15478.3 1.01799
4013 Hamamatsu 4241.1436 15911.3136 10321.0056 57.9216 75.0749 294158592 0.218292 0.983555 -27.0209 5966.51 1.01443
4014 HighQENNVT 3715.5207 16042.1977 10321.0056 57.9216 76.9597 294162944 0.221403 0.961241 8.52609 31094.5 1.10775
4015 NNVT 3185.8774 16155.723 10321.0055 57.9216 78.8445 294167040 0.222734 0.970876 8.69308 32662.8 1.0983
4016 Hamamatsu 2652.7867 16251.7668 10321.0055 57.9216 80.7293 294170880 0.25456 0.972596 -30.9739 8756.31 1.02233
4017 Hamamatsu 2116.8255 16330.2251 10321.0054 57.9216 82.6141 294174976 0.208372 0.9798 -27.6389 6866.2 1.01594
4018 HighQENNVT 1578.5738 16391.0131 10321.0053 57.9216 84.499 294179328 0.253166 0.964337 5.66107 30334.2 1.0953
4019 Hamamatsu 1038.614 16434.0648 10321.0053 57.9216 86.3838 294183168 0.217018 0.963752 -29.0399 5047.69 1.02036
4020 NNVT 497.5298 16459.3339 10321.0052 57.9216 88.2686 294187520 0.241059 0.967218 13.1641 24252.6 1.11269
4021 NNVT -44.0909 16466.7928 10321.0052 57.9216 90.1534 294191616 0.226677 0.969398 9.96207 22932.7 1.1103
4022 Hamamatsu -585.6648 16456.4336 10321.0052 57.9216 92.0382 294195456 0.236834 0.969411 -31.3449 10640.3 1.01135
4023 Hamamatsu -1126.6052 16428.2674 10321.0052 57.9216 93.923 294199552 0.228333 0.974773 -26.6949 15808.7 1.01814
4024 HighQENNVT -1666.3279 16382.3246 10321.0052 57.9216 95.8079 294203904 0.239546 0.965842 13.5611 25221.1 1.09302
4025 Hamamatsu -2204.2453 16318.6553 10321.0052 57.9216 97.6927 294207744 0.239437 0.970259 -20.4349 11402.8 1.01837
4026 HighQENNVT -2739.7784 16237.3281 10321.0052 57.9216 99.5775 294212096 0.216893 0.973115 11.0741 21274.1 1.09909
4027 HighQENNVT -3272.347 16138.431 10321.0052 57.9216 101.4623 294216192 0.227206 0.960131 11.6971 22054.1 1.10474
4028 Hamamatsu -3801.3747 16022.071 10321.0052 57.9216 103.3471 294220032 0.203885 0.974376 -28.8399 6513.85 1.01282
4029 Hamamatsu -4326.2886 15888.3742 10321.0052 57.9216 105.2319 294224128 0.228821 0.966838 -26.6429 24068.8 1.0144
4030 Hamamatsu -4846.5216 15737.4851 10321.0052 57.9216 107.1168 294228224 0.239452 0.985087 -27.3099 11982.6 1.02167
4031 HighQENNVT -5361.5104 15569.567 10321.0052 57.9216 109.0016 294232576 0.233178 0.973005 8.03909 24858.6 1.09887
4032 Hamamatsu -5870.6991 15384.801 10321.0052 57.9216 110.8864 294236416 0.21821 0.971299 -27.3199 14915.5 1.02212
4033 HighQENNVT -6373.5335 15183.3883 10321.0052 57.9216 112.7712 294240768 0.233394 0.98572 16.7571 16311.5 1.11895
4034 HighQENNVT -6869.4717 14965.546 10321.0052 57.9216 114.656 294244864 0.19675 0.959685 15.1091 29561.5 1.09606
4035 Hamamatsu -7357.9768 14731.51 10321.0052 57.9216 116.5408 294248704 0.250497 0.976699 -28.4619 8477.1 1.01236
4036 HighQENNVT -7838.5213 14481.5328 10321.0052 57.9216 118.4257 294252800 0.216651 0.963131 12.9641 38082.8 1.09786
4037 Hamamatsu -8310.5825 14215.8864 10321.0052 57.9216 120.3105 294256896 0.254971 0.974495 -25.1079 26149.4 1.01776
4038 Hamamatsu -8773.6513 13934.8574 10321.0052 57.9216 122.1953 294260992 0.218347 0.966721 -25.4539 13451.3 1.01479
4039 HighQENNVT -9227.2264 13638.75 10321.0052 57.9216 124.0801 294265344 0.213559 0.958996 11.8811 35709.1 1.09951
4040 NNVT -9670.8162 13327.8852 10321.0052 57.9216 125.9649 294269440 0.21902 0.969768 10.1401 24655.2 1.09858
4041 Hamamatsu -10103.9435 13002.5973 10321.0052 57.9216 127.8497 294273280 0.234128 0.973916 -29.7019 6203.13 1.01122
4042 Hamamatsu -10526.1356 12663.2412 10321.0052 57.9216 129.7346 294277376 0.218673 0.965385 -31.8459 6751.47 1.01018
4043 Hamamatsu -10936.9386 12310.1821 10321.0052 57.9216 131.6194 294281472 0.241705 0.963218 -29.2179 8622.1 1.0143
4044 Hamamatsu -11335.9072 11943.8024 10321.0052 57.9216 133.5042 294285568 0.250957 0.981051 -28.8659 24745.3 1.02046
4045 NNVT -11722.6096 11564.4988 10321.0052 57.9216 135.389 294289920 0.234619 0.971661 15.7471 18620.5 1.08887
4046 HighQENNVT -12096.6286 11172.6804 10321.0052 57.9216 137.2738 294294016 0.213727 0.96384 12.4331 26221.6 1.11451
4047 HighQENNVT -12457.5572 10768.7732 10321.0052 57.9216 139.1587 294298112 0.218792 0.967637 10.5031 33132.7 1.10377
4048 Hamamatsu -12805.0061 10353.2134 10321.0052 57.9216 141.0435 294301952 0.235459 0.986649 -31.2649 11500.4 1.01688
4049 Hamamatsu -13138.5991 9926.4507 10321.0052 57.9216 142.9283 294306048 0.232424 0.970452 -31.4379 10396.1 1.01753
4050 HighQENNVT -13457.9751 9488.947 10321.0052 57.9216 144.8131 294310400 0.263772 0.959572 8.42508 28452.5 1.08879
4051 Hamamatsu -13762.7875 9041.1774 10321.0052 57.9216 146.6979 294314240 0.258434 0.98276 -31.6999 8502.38 1.01779
4052 HighQENNVT -14052.7087 8583.6233 10321.0052 57.9216 148.5827 294318592 0.21266 0.953926 14.2291 22375.4 1.09786
4053 HighQENNVT -14327.4238 8116.7811 10321.0052 57.9216 150.4676 294322688 0.224762 0.975188 12.8951 27696.1 1.10637
4054 Hamamatsu -14586.6358 7641.156 10321.0052 57.9216 152.3524 294326528 0.261449 0.962668 -27.7789 11932.7 1.01678
4055 Hamamatsu -14830.0648 7157.2612 10321.0052 57.9216 154.2372 294330624 0.238307 0.958297 -26.4939 8341.12 1.01718
4056 Hamamatsu -15057.4451 6665.6248 10321.0052 57.9216 156.122 294334720 0.253709 0.963523 -30.0319 10510.6 1.01478
4057 HighQENNVT -15268.5331 6166.7742 10321.0052 57.9216 158.0068 294339072 0.250794 0.982093 11.7071 31787.8 1.09506
4058 Hamamatsu -15463.0996 5661.2508 10321.0052 57.9216 159.8916 294342912 0.239128 0.981673 -24.5959 8645.22 1.01288
4059 HighQENNVT -15640.9339 5149.6015 10321.0052 57.9216 161.7765 294347264 0.215129 0.968524 11.2641 26254.9 1.10061
4060 Hamamatsu -15801.8437 4632.38 10321.0052 57.9216 163.6613 294351104 0.224768 0.96809 -28.2449 7780.01 1.01278
4061 HighQENNVT -15945.655 4110.1453 10321.0052 57.9216 165.5461 294355456 0.244519 0.960126 11.1521 28827.7 1.1084
4062 Hamamatsu -16072.2117 3583.4647 10321.0052 57.9216 167.4309 294359296 0.248122 0.974381 -29.0049 10866.4 1.01322
4063 NNVT -16181.3774 3052.9057 10321.0052 57.9216 169.3157 294363648 0.238793 0.98109 14.1231 21803.1 1.10302
4064 Hamamatsu -16273.0338 2519.0432 10321.0052 57.9216 171.2005 294367488 0.242277 0.979767 -30.0999 8709.04 1.0108
4065 HighQENNVT -16347.0817 1982.4549 10321.0052 57.9216 173.0854 294371840 0.20355 0.960393 11.8041 27609.2 1.12615
4066 HighQENNVT -16403.441 1443.7215 10321.0052 57.9216 174.9702 294375936 0.226037 0.975204 6.25308 30359.2 1.11067
4067 Hamamatsu -16442.0507 903.4258 10321.0052 57.9216 176.855 294379776 0.252148 0.970325 -31.2609 12852.1 1.00942
4068 Hamamatsu -16462.8689 362.1528 10321.0052 57.9216 178.7398 294383872 0.243493 0.967979 -30.3749 15299.2 1.01994
4069 Hamamatsu -16699.1926 -456.8319 9930.1876 59.2715 -178.433 292557056 0.23748 0.980922 -27.3359 14520.0 1.01176
4070 Hamamatsu -16675.1325 -1005.8266 9930.1876 59.2715 -176.5482 292561152 0.202705 0.981081 -25.9809 11368.1 1.01294
4071 HighQENNVT -16633.0286 -1553.7334 9930.1876 59.2715 -174.6633 292565504 0.248249 0.970128 11.0401 42655.7 1.10473
4072 HighQENNVT -16572.927 -2099.957 9930.1876 59.2715 -172.7785 292569600 0.234171 0.975163 12.2161 39966.0 1.10323
4073 Hamamatsu -16494.8923 -2643.9095 9930.1876 59.2715 -170.8937 292573440 0.215023 0.976605 -30.2289 7189.15 1.02117
4074 Hamamatsu -16399.0092 -3185.0005 9930.1876 59.2715 -169.0089 292577536 0.23817 0.965762 -31.0859 9228.33 1.01181
4075 HighQENNVT -16285.3805 -3722.6482 9930.1876 59.2715 -167.1241 292581888 0.245805 0.977478 10.2541 40532.4 1.10873
4076 Hamamatsu -16154.1307 -4256.2648 9930.1876 59.2715 -165.2393 292585728 0.221965 0.976661 -30.4169 6798.97 1.01708
4077 NNVT -16005.4009 -4785.2765 9930.1876 59.2715 -163.3544 292590080 0.236977 0.972645 13.2821 43191.2 1.09506
4078 HighQENNVT -15839.3524 -5309.1096 9930.1876 59.2715 -161.4696 292594176 0.263789 0.955284 11.2581 35222.2 1.10038
4079 Hamamatsu -15656.1636 -5827.2008 9930.1876 59.2715 -159.5848 292598272 0.225505 0.966165 -34.9309 3874.39 1.01755
4080 Hamamatsu -15456.0348 -6338.9839 9930.1876 59.2715 -157.7 292602112 0.227054 0.958974 -29.8159 8535.55 1.01283
4081 HighQENNVT -15239.1814 -6843.9081 9930.1876 59.2715 -155.8152 292606464 0.235357 0.968998 10.1001 42215.0 1.10455
4082 Hamamatsu -15005.8382 -7341.427 9930.1876 59.2715 -153.9304 292610304 0.261853 0.965 -22.8469 13433.4 1.01754
4083 HighQENNVT -14756.258 -7831.0011 9930.1876 59.2715 -152.0455 292614656 0.253442 0.995169 14.4361 17242.1 1.12982
4084 NNVT -14490.7092 -8312.1043 9930.1876 59.2715 -150.1607 292618752 0.260231 0.974439 9.92007 41301.0 1.11016
4085 Hamamatsu -14209.4814 -8784.2112 9930.1876 59.2715 -148.2759 292622592 0.262514 0.979483 -32.5179 9687.36 1.01618
4086 Hamamatsu -13912.8781 -9246.8131 9930.1876 59.2715 -146.3911 292626688 0.222056 0.960004 -29.5469 7969.87 1.01067
4087 Hamamatsu -13601.2204 -9699.4089 9930.1876 59.2715 -144.5063 292630784 0.248931 0.961979 -38.1909 7985.64 1.01194
4088 HighQENNVT -13274.8451 -10141.5096 9930.1876 59.2715 -142.6215 292635136 0.202023 0.970558 9.31409 48846.4 1.11429
4089 Hamamatsu -12934.1056 -10572.6365 9930.1876 59.2715 -140.7366 292638976 0.231367 0.973811 -24.1889 9509.13 1.01556
4090 HighQENNVT -12579.3706 -10992.323 9930.1876 59.2715 -138.8518 292643328 0.250349 0.97006 13.8471 56217.9 1.1085
4091 NNVT -12211.0237 -11400.1154 9930.1876 59.2715 -136.967 292647424 0.249403 0.982929 11.0461 38569.6 1.09857
4092 Hamamatsu -11829.4636 -11795.5721 9930.1876 59.2715 -135.0822 292651264 0.218797 0.969176 -31.5899 5459.18 1.01629
4093 Hamamatsu -11435.1033 -12178.2652 9930.1876 59.2715 -133.1974 292655360 0.203446 0.973211 -34.0759 6477.69 1.01142
4094 NNVT -11028.3679 -12547.7819 9930.1876 59.2715 -131.3126 292659712 0.233019 0.954512 16.0491 52784.9 1.10177
4095 Hamamatsu -10609.7001 -12903.7201 9930.1876 59.2715 -129.4277 292663552 0.225705 0.964499 -34.6729 7829.88 1.0115
4096 HighQENNVT -10179.5519 -13245.6956 9930.1876 59.2715 -127.5429 292667904 0.248825 0.957834 12.8121 52301.1 1.11114
4097 HighQENNVT -9738.3888 -13573.3383 9930.1876 59.2715 -125.6581 292672000 0.23069 0.947779 9.44907 40508.6 1.11224
4098 Hamamatsu -9286.6884 -13886.2935 9930.1876 59.2715 -123.7733 292675840 0.23972 0.960115 -28.8489 7837.33 1.01538
4099 Hamamatsu -8824.9411 -14184.2217 9930.1876 59.2715 -121.8885 292679936 0.230438 0.971576 -30.5519 8397.14 1.01409
4100 HighQENNVT -8353.6428 -14466.8027 9930.1876 59.2715 -120.0037 292684288 0.237645 0.959993 7.47208 37615.4 1.09995
4101 Hamamatsu -7873.3054 -14733.7297 9930.1876 59.2715 -118.1188 292688128 0.211066 0.963471 -28.0009 5638.38 1.0142
4102 Hamamatsu -7384.4477 -14984.7143 9930.1876 59.2715 -116.234 292692224 0.256546 0.96667 -27.8299 8196.23 1.01868
4103 HighQENNVT -6887.5998 -15219.4842 9930.1876 59.2715 -114.3492 292696576 0.24213 0.960385 6.42407 35298.3 1.0998
4104 Hamamatsu -6383.301 -15437.7848 9930.1876 59.2715 -112.4644 292700416 0.246389 0.962166 -31.5829 6787.77 1.02207
4105 HighQENNVT -5872.0936 -15639.3812 9930.1876 59.2715 -110.5796 292704768 0.235494 0.981497 13.5051 37505.5 1.10137
4106 Hamamatsu -5354.5323 -15824.0549 9930.1876 59.2715 -108.6948 292708608 0.235074 0.988225 -27.2119 7700.71 1.01583
4107 HighQENNVT -4831.177 -15991.6059 9930.1876 59.2715 -106.8099 292712960 0.243673 0.96263 12.7001 50040.2 1.10195
4108 Hamamatsu -4302.5941 -16141.8529 9930.1876 59.2715 -104.9251 292716800 0.236818 0.966757 -28.6419 6813.73 1.01592
4109 NNVT -3769.3555 -16274.6333 9930.1876 59.2715 -103.0403 292721152 0.229204 0.963377 6.20007 37543.7 1.09352
4110 HighQENNVT -3232.0381 -16389.8035 9930.1876 59.2715 -101.1555 292725248 0.235103 0.98517 13.4081 31888.4 1.10836
4111 Hamamatsu -2691.2235 -16487.2389 9930.1876 59.2715 -99.2707 292729088 0.210846 0.978436 -30.1389 6550.78 1.01099
4112 Hamamatsu -2147.4968 -16566.8339 9930.1876 59.2715 -97.3859 292733184 0.222878 0.967063 -24.5579 5764.68 1.0169
4113 HighQENNVT -1601.4463 -16628.5026 9930.1876 59.2715 -95.501 292737536 0.238411 0.972683 11.4231 49541.1 1.11865
4114 Hamamatsu -1053.663 -16672.1781 9930.1876 59.2715 -93.6162 292741376 0.22347 0.965443 -27.7759 6837.23 1.01476
4115 HighQENNVT -504.7391 -16697.8133 9930.1876 59.2715 -91.7314 292745728 0.236005 0.970549 13.1111 47444.7 1.11476
4116 NNVT 44.7291 -16705.3802 9930.1876 59.2715 -89.8466 292749824 0.246941 0.970202 7.17307 45605.4 1.1111
4117 Hamamatsu 594.1499 -16694.8709 9930.1876 59.2715 -87.9618 292753664 0.209621 0.96509 -27.1339 5650.2 1.01428
4118 Hamamatsu 1142.928 -16666.2967 9930.1876 59.2715 -86.077 292757760 0.211139 0.960401 -32.9129 8684.29 1.01484
4119 Hamamatsu 1690.4707 -16619.6883 9930.1876 59.2715 -84.1921 292761856 0.227317 0.964126 -29.1349 7574.69 1.00857
4120 NNVT 2236.182 -16555.0965 9930.1876 59.2715 -82.3073 292766208 0.254743 0.967538 15.9101 39078.5 1.10383
4121 Hamamatsu 2779.4745 -16472.5909 9930.1876 59.2715 -80.4225 292770048 0.223841 0.970629 -27.8249 6588.88 1.02065
4122 HighQENNVT 3319.7594 -16372.2609 9930.1876 59.2715 -78.5377 292774400 0.245377 0.969182 17.2591 38678.7 1.10113
4123 Hamamatsu 3856.4523 -16254.215 9930.1876 59.2715 -76.6529 292778240 0.231327 0.966263 -31.9779 6790.53 1.01924
4124 NNVT 4388.9717 -16118.5811 9930.1876 59.2715 -74.7681 292782592 0.220903 0.963998 14.6291 37162.6 1.13024
4125 Hamamatsu 4916.7423 -15965.5058 9930.1876 59.2715 -72.8832 292786432 0.245462 0.971239 -28.9859 7809.81 1.01634
4126 HighQENNVT 5439.1927 -15795.1547 9930.1876 59.2715 -70.9984 292790784 0.230282 0.950498 13.1811 36408.9 1.09854
4127 Hamamatsu 5955.7591 -15607.7116 9930.1876 59.2715 -69.1136 292794624 0.230794 0.994557 -31.0579 8394.42 1.02016
4128 NNVT 6465.8791 -15403.3807 9930.1876 59.2715 -67.2288 292798976 0.227748 0.970407 5.36807 19547.8 1.12624
4129 NNVT 6969.003 -15182.3821 9930.1876 59.2715 -65.344 292803072 0.226088 0.94952 10.2681 39392.2 1.1049
4130 Hamamatsu 7464.586 -14944.9552 9930.1876 59.2715 -63.4592 292806912 0.239208 0.964218 -29.0889 5315.64 1.01426
4131 Hamamatsu 7952.0931 -14691.3561 9930.1876 59.2715 -61.5743 292811008 0.21692 0.973597 -33.3779 7580.3 1.01208
4132 Hamamatsu 8430.9941 -14421.8608 9930.1876 59.2715 -59.6895 292815104 0.199461 0.966521 -28.6789 6865.62 1.01785
4133 Hamamatsu 8900.7723 -14136.76 9930.1876 59.2715 -57.8047 292819200 0.201103 0.967136 -28.1849 7123.6 1.02686
4134 HighQENNVT 9360.9193 -13836.3622 9930.1876 59.2715 -55.9199 292823552 0.230434 0.994083 10.9961 16663.0 1.11672
4135 HighQENNVT 9810.9362 -13520.9933 9930.1876 59.2715 -54.0351 292827648 0.221143 0.967256 12.8741 46473.8 1.09906
4136 Hamamatsu 10250.3391 -13190.9923 9930.1876 59.2715 -52.1503 292831488 0.230481 0.966774 -28.4209 8217.8 1.00777
4137 HighQENNVT 10678.6483 -12846.7194 9930.1876 59.2715 -50.2654 292835840 0.232875 0.981507 3.96509 33016.3 1.10767
4138 Hamamatsu 11095.4035 -12488.5448 9930.1876 59.2715 -48.3806 292839680 0.224091 0.95441 -28.7409 6500.2 1.01648
4139 HighQENNVT 11500.1528 -12116.8567 9930.1876 59.2715 -46.4958 292844032 0.243431 0.973286 13.8511 45268.0 1.10308
4140 Hamamatsu 11892.4582 -11732.0573 9930.1876 59.2715 -44.611 292847872 0.234065 0.96906 -31.4409 9855.88 1.02212
4141 NNVT 12271.8963 -11334.5618 9930.1876 59.2715 -42.7262 292852224 0.254505 0.974418 15.7951 37540.3 1.10693
4142 HighQENNVT 12638.0545 -10924.8025 9930.1876 59.2715 -40.8414 292856320 0.240019 0.971386 11.1111 30640.3 1.10834
4143 Hamamatsu 12990.5375 -10503.2216 9930.1876 59.2715 -38.9565 292860160 0.225414 0.982284 -27.8699 5329.62 1.01303
4144 Hamamatsu 13328.9639 -10070.2756 9930.1876 59.2715 -37.0717 292864256 0.23551 0.968073 -33.0929 7054.41 1.01423
4145 NNVT 13652.9674 -9626.4329 9930.1876 59.2715 -35.1869 292868608 0.234616 0.968987 9.31009 44657.9 1.10405
4146 Hamamatsu 13962.1963 -9172.1756 9930.1876 59.2715 -33.3021 292872448 0.24042 0.973665 -26.7259 6720.49 1.01933
4147 Hamamatsu 14256.3181 -8707.9919 9930.1876 59.2715 -31.4173 292876544 0.234421 0.944927 -29.0889 6204.05 1.02558
4148 NNVT 14535.0137 -8234.3857 9930.1876 59.2715 -29.5325 292880896 0.227919 0.975984 12.0591 45173.9 1.10025
4149 Hamamatsu 14797.9814 -7751.8693 9930.1876 59.2715 -27.6476 292884736 0.22128 0.953889 -31.5199 6619.07 1.00898
4150 HighQENNVT 15044.9374 -7260.9633 9930.1876 59.2715 -25.7628 292889088 0.247382 0.964279 17.6691 48083.5 1.1111
4151 Hamamatsu 15275.6123 -6762.2036 9930.1876 59.2715 -23.878 292892928 0.233916 0.975379 -24.0029 6344.62 1.01325
4152 HighQENNVT 15489.7588 -6256.1252 9930.1876 59.2715 -21.9932 292897280 0.225266 0.970105 11.6541 35753.8 1.09756
4153 Hamamatsu 15687.1443 -5743.2772 9930.1876 59.2715 -20.1084 292901120 0.226225 0.974029 -29.8449 5866.95 1.01747
4154 HighQENNVT 15867.5553 -5224.2146 9930.1876 59.2715 -18.2235 292905472 0.256301 0.958264 11.3621 48589.8 1.09711
4155 Hamamatsu 16030.7965 -4699.4991 9930.1876 59.2715 -16.3387 292909312 0.221234 0.968938 -32.4719 5804.53 1.01383
4156 HighQENNVT 16176.6916 -4169.6978 9930.1876 59.2715 -14.4539 292913664 0.243826 0.963187 8.86209 53999.6 1.10652
4157 Hamamatsu 16305.0819 -3635.3862 9930.1876 59.2715 -12.5691 292917504 0.255243 0.97997 -31.8899 8808.5 1.01826
4158 HighQENNVT 16415.8294 -3097.1398 9930.1876 59.2715 -10.6843 292921856 0.250389 0.95539 9.31308 48637.8 1.12024
4159 Hamamatsu 16508.8138 -2555.5422 9930.1876 59.2715 -8.7995 292925696 0.222337 0.970899 -24.9519 6404.09 1.0156
4160 NNVT 16583.9346 -2011.1793 9930.1876 59.2715 -6.9147 292930048 0.236808 0.970421 9.85007 52413.5 1.10143
4161 HighQENNVT 16641.1105 -1464.6401 9930.1876 59.2715 -5.0298 292934144 0.252054 0.95956 11.8511 41110.4 1.1159
4162 Hamamatsu 16680.2796 -916.5162 9930.1876 59.2715 -3.145 292937984 0.212891 0.979923 -29.9989 4453.33 1.01856
4163 Hamamatsu 16701.3995 -367.4007 9930.1876 59.2715 -1.2602 292942080 0.24011 0.977615 -29.4839 5742.53 1.0132
4164 Hamamatsu 16704.4475 182.1116 9930.1876 59.2715 0.6246 292946176 0.247697 0.987259 -27.3899 6304.99 1.01389
4165 HighQENNVT 16689.4201 731.4276 9930.1876 59.2715 2.5094 292950528 0.239536 0.961068 10.5831 48847.6 1.1004
4166 Hamamatsu 16656.3336 1279.9528 9930.1876 59.2715 4.3942 292954368 0.230051 0.961898 -31.1649 6218.88 1.01566
4167 NNVT 16605.224 1827.0915 9930.1877 59.2715 6.2791 292958720 0.242988 0.955094 9.63507 47546.0 1.10644
4168 Hamamatsu 16536.1465 2372.2534 9930.1877 59.2715 8.1639 292962560 0.227517 0.965023 -30.6909 8356.59 1.01921
4169 HighQENNVT 16449.1758 2914.8491 9930.1877 59.2715 10.0487 292966912 0.253942 0.946805 16.2341 48268.7 1.10678
4170 Hamamatsu 16344.4054 3454.293 9930.1877 59.2715 11.9335 292970752 0.234074 0.965804 -30.5639 6081.86 1.01647
4171 HighQENNVT 16221.95 3989.9956 9930.1877 59.2715 13.8183 292975104 0.223993 0.972168 5.28308 36328.0 1.09916
4172 Hamamatsu 16081.9413 4521.3817 9930.1877 59.2715 15.7031 292978944 0.223421 0.952243 -34.1419 7055.71 1.01598
4173 HighQENNVT 15924.5307 5047.8757 9930.1878 59.2715 17.588 292983296 0.231928 0.956707 14.8171 48688.6 1.10569
4174 Hamamatsu 15749.888 5568.9096 9930.1878 59.2715 19.4728 292987136 0.246007 0.965443 -26.6299 9777.22 1.01412
4175 Hamamatsu 15558.2039 6083.9147 9930.1878 59.2715 21.3576 292991232 0.230868 0.97319 -29.3219 6866.6 1.00973
4176 HighQENNVT 15349.6846 6592.3372 9930.1878 59.2715 23.2424 292995584 0.220141 0.990208 9.20209 38308.2 1.10508
4177 Hamamatsu 15124.5558 7093.6265 9930.1879 59.2715 25.1272 292999424 0.208369 0.966488 -29.0619 7673.18 1.01539
4178 Hamamatsu 14883.0616 7587.2395 9930.1879 59.2715 27.012 293003520 0.22344 0.97936 -29.2199 10867.3 1.01708
4179 HighQENNVT 14625.4615 8072.6452 9930.1879 59.2715 28.8969 293007872 0.222462 0.975273 9.73007 12777.4 1.11609
4180 HighQENNVT 14352.0368 8549.3137 9930.188 59.2715 30.7817 293011968 0.236906 0.971833 10.6771 42351.4 1.10367
4181 Hamamatsu 14063.0821 9016.7313 9930.188 59.2715 32.6665 293015808 0.245129 0.97226 -30.9249 7891.24 1.00979
4182 HighQENNVT 13758.9103 9474.3923 9930.188 59.2715 34.5513 293020160 0.216174 0.986466 12.0381 36168.1 1.1057
4183 Hamamatsu 13439.8508 9921.8009 9930.188 59.2715 36.4361 293024000 0.243199 0.967349 -24.7389 7030.9 1.01383
4184 Hamamatsu 13106.2479 10358.4742 9930.1881 59.2715 38.3209 293028096 0.235081 0.961427 -30.3229 9026.57 1.01313
4185 NNVT 12758.4639 10783.938 9930.1881 59.2715 40.2058 293032448 0.222774 0.989936 15.8021 9997.17 1.11144
4186 NNVT 12396.874 11197.7335 9930.1881 59.2715 42.0906 293036544 0.255749 0.986572 13.4621 44911.1 1.10628
4187 Hamamatsu 12021.8697 11599.4124 9930.1881 59.2715 43.9754 293040384 0.215588 0.962412 -29.2609 5424.72 1.01412
4188 HighQENNVT 11633.857 11988.5399 9930.1882 59.2715 45.8602 293044736 0.211901 0.955197 8.70209 53964.1 1.10493
4189 Hamamatsu 11233.2544 12364.6963 9930.1882 59.2715 47.745 293048576 0.2077 0.973272 -28.9889 6868.73 1.01814
4190 Hamamatsu 10820.4975 12727.4723 9930.1882 59.2715 49.6299 293052672 0.214449 0.972363 -27.0289 7375.42 1.00677
4191 HighQENNVT 10396.0321 13076.4764 9930.1882 59.2715 51.5147 293057024 0.229899 0.951808 12.8781 14271.1 1.10055
4192 HighQENNVT 9960.3174 13411.3308 9930.1882 59.2715 53.3995 293061120 0.244857 0.971803 7.19409 41598.0 1.11232
4193 Hamamatsu 9513.8252 13731.6731 9930.1882 59.2715 55.2843 293064960 0.227964 0.969506 -34.3029 6415.83 1.01658
4194 Hamamatsu 9057.0405 14037.1555 9930.1883 59.2715 57.1691 293069056 0.220103 0.964917 -27.4179 6055.12 1.01222
4195 HighQENNVT 8590.4537 14327.45 9930.1883 59.2715 59.0539 293073408 0.224369 0.967528 12.4031 25311.3 1.09821
4196 Hamamatsu 8114.5714 14602.2412 9930.1883 59.2715 60.9388 293077248 0.265256 0.973643 -27.4169 7711.13 1.01841
4197 HighQENNVT 7629.9087 14861.2318 9930.1882 59.2715 62.8236 293081600 0.254178 0.947742 4.80609 44783.5 1.10711
